,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Available From,Available Till,City,Total Fee,Number of Hrs. Available
1256,Dr. Mahesh Thavasikkannu,General Physician,20.0,"MBBS, DNB (General Medicine)",400.0,400.0,Dr Mahesh's General Clinic,Sithalapakkam,20:00:00,21:30:00,Chennai,800.0,01:30
1257,Dr. Vijayaraghavan P,General Physician,35.0,M.D.(Gen.Medicine),500.0,300.0,Andhra Mahila Sabha Hospital,Chennai,16:45:00,17:30:00,Chennai,800.0,00:45
1258,Dr. Mubarak J,General Physician,27.0,"DIPLOMA IN DIABETES (U.K), M.D INTERNAL MEDICINE, MBBS",150.0,100.0,J M Diabetes Center,Chennai,17:00:00,21:00:00,Chennai,250.0,04:00
1259,Dr. Robin Jeya Bensam,General Physician,30.0,"MBBS, FRSH, AFIH, FCIP",500.0,250.0,Robin Hospitals,Anna Nagar,09:00:00,21:00:00,Chennai,750.0,12:00
1260,Dr. Mohamed Liaqath Hussain,General Physician,26.0,"MBBS, Post Graduate Diploma in Diabetology (PGDD)",200.0,150.0,SIDCO Poly Clinic,Villivakkam,10:00:00,14:00:00,Chennai,350.0,04:00
1261,Dr. Rohith P A,General Physician,11.0,"MBBS, Diploma in Diabetology, post graduate fellowship occupational health",200.0,0.0,Dr.Rohith's Clinic,Chennai,,,Chennai,200.0,
1262,Dr. Balamanikandan Paulchamy,General Physician,19.0,"MBBS, MD - General Medicine",500.0,250.0,Flamingo Healthcare Centre,Chennai,14:00:00,20:00:00,Chennai,750.0,06:00
1263,Dr. Setty,General Physician,45.0,MBBS,500.0,400.0,Doctoratyourplace,Kilpauk,,,Chennai,900.0,
1264,Dr. Sandeep,General Physician,16.0,"MBBS, MS - Obstetrics and Gynaecology",150.0,50.0,Dr.Sandeep,Chennai,15:30:00,09:30:00,Chennai,200.0,18:00
1265,Dr. Jeganathan N,General Physician,9.0,"MBBS, Masters - Emergency Medicine, Fellowship in Intensive Care Medicine",100.0,100.0,Yours Clinically,Chennai,18:00:00,23:00:00,Chennai,200.0,05:00
1266,Dr. K Vijaya Kumar,General Physician,4.0,Diploma in Diabetology,200.0,150.0,PADMAVATHI CLINIC,Ambattur,10:00:00,21:30:00,Chennai,350.0,11:30
1267,Dr. Kumaran Gopalakrishnan,General Physician,3.0,MBBS,100.0,100.0,Dr.Kumaran Clinic,Chennai,08:00:00,23:00:00,Chennai,200.0,15:00
1268,Dr. Sukanya Mathupal,General Physician,22.0,"MBBS, Diploma in Otorhinolaryngology (DLO), MD - Dermatology , Venereology & Leprosy",400.0,300.0,Kasturi Skin & ENT Clinic,Velachery,18:00:00,21:00:00,Chennai,700.0,03:00
1269,Dr. Vinod Kumar,General Physician,25.0,Not Mentioned,250.0,0.0,The Doctor's Office,Chintadripet,17:00:00,18:30:00,Chennai,250.0,01:30
1270,Dr. Raveendran Sr,General Physician,15.0,"MBBS,MD,D.Diab,FPC,FSM,D.CED",0.0,200.0,S.R.Clinick,Chennai,18:30:00,19:30:00,Chennai,200.0,01:00
1271,Dr. Magesh Thirunavukkarasu,General Physician,19.0,"MBBS, MRCP (UK)",400.0,0.0,Sri Radha Bai General & Diabetes Clinic,K K Nagar,17:00:00,21:00:00,Chennai,400.0,04:00
1272,Dr. A N Kalanithi,General Physician,60.0,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD - General Medicine",300.0,0.0,KHM Hospital,Chennai,11:30:00,14:00:00,Chennai,300.0,02:30
1273,Dr. Shanti Srinivasan,General Physician,24.0,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD - Physiology",200.0,0.0,Sakthi Multi Speciality Clinic,Chennai,10:00:00,11:00:00,Chennai,200.0,01:00
1274,Dr. Sujatha Chandra Sekaran S,General Physician,35.0,"MBBS, Diploma of the Faculty of Family Planning (DFFP)",200.0,0.0,Sujatha Clinic,Ambattur,18:30:00,20:00:00,Chennai,200.0,01:30
1275,Dr. Mythili Rajagopalan,General Physician,41.0,"DNB - Pediatrics, MBBS",600.0,0.0,Apollo Spectra Hospital - Alwarpet,Alwarpet,12:00:00,13:00:00,Chennai,600.0,01:00
1276,Dr. Aarthi Kumaravelu,General Physician,13.0,"SCE Endocrinology and Diabetes , MD - Consultant Physician",100.0,0.0,AK+ medicine and diabetes center,Sembakkam,09:30:00,15:00:00,Chennai,100.0,05:30
1277,Dr. T S Gopinath,General Physician,40.0,"MBBS, DIH, PG - Diabetology",500.0,0.0,Amruth Diabetes and Research Center,Royapettah,17:00:00,20:00:00,Chennai,500.0,03:00
1278,Dr. Aswani Latha,General Physician,18.0,"DNB (General Medicine), MBBS",200.0,0.0,Dr.G. Hementha Kumar,M.S.ORTHO.,10:00:00,13:00:00,Chennai,200.0,03:00
1279,Dr. Suraj Balaji,General Physician,30.0,"MBBS, MS - General Surgery, Fellow of Academy of General Education (FAGE)",300.0,0.0,Balaji Nursing Home,Thiruvanmiyur,18:00:00,20:00:00,Chennai,300.0,02:00
1280,Dr. Midhun Kumar,General Physician,14.0,"MBBS, MD - General Medicine, DM - Cardiology",500.0,0.0,RAVINA HOSPITAL,Maduravoyal,17:00:00,19:00:00,Chennai,500.0,02:00
1281,Dr. Deepak Kumar,General Physician,11.0,m.b.b.s,250.0,150.0,Sri venkateshwara clinic,Choolaimedu,20:00:00,20:30:00,Chennai,400.0,00:30
1282,Dr. Vivek Muthukumarasamy,General Physician,9.0,"MD - Internal Medicine, DNB - Cardiology",300.0,0.0,Dr. Vivek Muthukumarasamy Clinic,Chennai,18:00:00,21:00:00,Chennai,300.0,03:00
1283,Dr. Arunmozhi R,General Physician,26.0,MBBS,500.0,0.0,Kamala Hospital,Chennai,10:00:00,14:00:00,Chennai,500.0,04:00
1284,Dr. Nischal A Jain,General Physician,5.0,"MD - General Medicine, MBBS",350.0,250.0,No name,Chennai,09:00:00,17:00:00,Chennai,600.0,08:00
1285,Dr. Samundeeswari S,General Physician,12.0,MBBS,200.0,0.0,CARE Sports Injury,Saidapet,08:00:00,21:00:00,Chennai,200.0,13:00
1286,Dr. Gayathri Gunasekaran,General Physician,3.0,"M.B.B.S, MD - Psychiatry",500.0,500.0,Harmony & Peace,Nanganallur,15:00:00,20:00:00,Chennai,1000.0,05:00
1287,Dr. V Ashwin Karuppan,General Physician,18.0,"MBBS, MD - General Medicine",600.0,250.0,Gleneagles Health City,Chennai,10:00:00,19:00:00,Chennai,850.0,09:00
1288,Dr. Nagendra,General Physician,9.0,"MBBS, MD - General Medicine",250.0,250.0,Lifemed hospital,Royapettah,07:00:00,23:00:00,Chennai,500.0,16:00
1289,Dr. Utham K Sanjayan,General Physician,5.0,"MBBS Bachelor of Medicine and Bachelor of Surgery, RITI, COVID CARE AND MANAGEMENT",450.0,50.0,Sunbeam,Chennai,14:00:00,19:00:00,Chennai,500.0,05:00
1290,Dr. Shoba Vivek,General Physician,10.0,MBBS,150.0,0.0,Sakthi Clinic,Avadi,09:00:00,12:00:00,Chennai,150.0,03:00
1291,Dr. Jawaharlal B,General Physician,38.0,MBBS Bachelor of Medicine and Bachelor of Surgery,250.0,250.0,RASI CLINIC,Ramapuram,11:00:00,13:00:00,Chennai,500.0,02:00
1292,Dr. Mohammed Aslam,General Physician,51.0,MBBS,200.0,0.0,Dr.Mohammed Aslam,Mambalam,19:00:00,20:30:00,Chennai,200.0,01:30
1293,Farhat Jabeen,General Physician,9.0,"MD - General Medicine, MBBS",200.0,250.0,Farhat Clinic,Chennai,10:00:00,12:00:00,Chennai,450.0,02:00
1294,Dr. Nithesh Kumar A,General Physician,0.0,Not Mentioned,400.0,50.0,Dr Nithesh Kumar A Clinic,Chennai,16:00:00,21:30:00,Chennai,450.0,05:30
1295,Dr. Abhirup  Chakrabarti,General Physician,9.0,"MBBS, Fellowship in Pediatrics",600.0,0.0,Dr. Abhirup Chakrabarti Clinic,Pallavaram,18:00:00,21:00:00,Chennai,600.0,03:00
1296,Dr. Keshav Singh,General Physician,48.0,MBBS,100.0,0.0,Hari Clinic,Teynampet,09:00:00,13:00:00,Chennai,100.0,04:00
1297,Dr. J.Aman Kumar,General Physician,35.0,MBBS,200.0,0.0,Nahak clinic,Chennai,17:00:00,22:00:00,Chennai,200.0,05:00
1298,Dr. Srinivasan K,General Physician,57.0,"MBBS, MD - General Medicine",200.0,0.0,Kala Clinic,Mogappair West,16:00:00,20:00:00,Chennai,200.0,04:00
1299,Dr. G.Gurunamasivayam,General Physician,33.0,"MD - General Medicine, Diploma in Industrial Hygiene, DPM (Psychiatry), MBBS",500.0,0.0,Dr.G.Gurunamasivayam,Velachery,14:30:00,20:00:00,Chennai,500.0,05:30
1300,Dr. Lakshmi Devarajan,General Physician,52.0,"MBBS, DGO, MD - Obstetrics & Gynaecology",650.0,0.0,Billroth Hospitals,Shenoy Nagar,10:30:00,13:00:00,Chennai,650.0,02:30
1301,Dr. Madu Sridhar,Orthopedist,16.0,"MS - Orthopaedics, M.Ch Trauma & Ortho, Diploma In Orthopaedics (D. Ortho), MBBS",250.0,300.0,Kedar Hospital,Porur,18:30:00,21:30:00,Chennai,550.0,03:00
1302,Dr. J Faisal,Orthopedist,17.0,Not Mentioned,350.0,350.0,Amruth Orthopaedic Centre,Porur,17:00:00,22:30:00,Chennai,700.0,05:30
1303,Dr. Saravanan Manoharan,Orthopedist,21.0,"MS - Orthopaedics, MBBS",200.0,250.0,Dr. Saravana's Ortho Clinic,Kolathur,18:30:00,21:00:00,Chennai,450.0,02:30
1304,Dr. Sripal J,Orthopedist,15.0,"Diploma In Orthopaedics (D. Ortho), MBBS",300.0,250.0,Shree ortho clinic,Chennai,10:00:00,13:00:00,Chennai,550.0,03:00
1305,Dr. Radhakrishnan Paulraj,Orthopedist,13.0,"MBBS, MS - Orthopaedics",400.0,300.0,International Ortho & Trauma Care,Vadapalani,15:00:00,18:00:00,Chennai,700.0,03:00
1306,Dr. Dilip Kumar Naidu,Orthopedist,12.0,MS - Orthopaedics,250.0,300.0,Muthu Ganapathy Ortho & Physiotherapy Center,Singaperumal Koil,15:00:00,17:00:00,Chennai,550.0,02:00
1307,Dr. Hementha Kumar Govinda Rajan,Orthopedist,16.0,DNB (Orthopedics),300.0,100.0,Kumaran hospital,Poonamallee High Road,10:00:00,19:00:00,Chennai,400.0,09:00
1308,Dr. Naresh Pincha,Orthopedist,18.0,DNB (Orthopedics),300.0,450.0,Dr Naresh Pincha Clinic,Choolai,10:00:00,14:00:00,Chennai,750.0,04:00
1309,Dr. Anbalagan.K,Orthopedist,48.0,"MBBS, Diploma In Orthopaedics (D. Ortho), MS - Orthopaedics",200.0,300.0,Geetha Ortho Clinic,Tambaram,18:00:00,21:00:00,Chennai,500.0,03:00
1310,Dr. K C Mohan,Orthopedist,9.0,"DNB (Orthopedics), Post Doctoral Fellowship in Joint Replacement Surgery",300.0,200.0,Sree orthopedic clinic,Ashok Nagar,16:00:00,21:00:00,Chennai,500.0,05:00
1311,Dr. Naresh Padmanaabhan,Orthopedist,24.0,"MBBS Bachelor of Medicine and Bachelor of Surgery, D.Ortho",530.0,350.0,Neobone Ortho Clinic,Thiruvanmiyur,11:00:00,11:15:00,Chennai,880.0,00:15
1312,Dr. Vivek A N,Orthopedist,17.0,MS - Orthopaedics,500.0,0.0,Promed Clinic ECR,Kottivakkam,16:30:00,19:30:00,Chennai,500.0,03:00
1313,Dr. Jamal,Orthopedist,32.0,MS-Orthopaedics,500.0,300.0,Mryntaj Clinic,Chennai,09:00:00,12:00:00,Chennai,800.0,03:00
1314,Dr. Subair Khan,Orthopedist,24.0,MCH Ortho,300.0,0.0,Orthomed Hospital,Royapettah,11:00:00,13:00:00,Chennai,300.0,02:00
1315,Dr. Govardhan,Orthopedist,42.0,MS - Orthopaedics,350.0,0.0,Vasanthi Orthopedic Hospital,Arumbakkam,10:00:00,12:00:00,Chennai,350.0,02:00
1316,Dr. T V Raja,Orthopedist,32.0,"MBBS, MS - Orthopaedics",500.0,0.0,Visa Hospital - T Nagar,T.Nagar,19:00:00,20:30:00,Chennai,500.0,01:30
1317,Dr. Priyadharshini R,Orthopedist,5.0,Not Mentioned,500.0,0.0,ReLiva Physiotherapy Clinic - T Nagar,T.Nagar,17:00:00,21:00:00,Chennai,500.0,04:00
1318,Dr. Vidhyasagar M,Orthopedist,11.0,"MBBS Bachelor of Medicine and Bachelor of Surgery, MS - Orthopaedics, DNB (Orthopedics), F...read more",300.0,50.0,Sangam Bone And Joint Hospital,Ambattur,,,Chennai,350.0,
1319,Dr. Sivaraj Sadhasivam,Orthopedist,14.0,"MBBS, MS - Orthopaedics",200.0,200.0,UrbanCare Clinic,Ramapuram,19:00:00,22:00:00,Chennai,400.0,03:00
1320,Dr. Phani Kiran S,Orthopedist,22.0,"MBBS, MS - Orthopaedics, DNB - Orthopedics, FNB SPINE SURGERY",300.0,0.0,The Ortho Clinic,Velachery,17:30:00,19:00:00,Chennai,300.0,01:30
1321,Dr. Saminathan T,Orthopedist,0.0,Not Mentioned,300.0,0.0,Dr.Sam's Clinic,Kilkattalai,18:30:00,23:00:00,Chennai,300.0,04:30
1322,Dr. Esakki Ganesan,Orthopedist,49.0,"MBBS, Diploma in Orthopaedics, MS - Orthopaedics",500.0,0.0,Ganesans Ortho Care,Pallikaranai,10:00:00,13:00:00,Chennai,500.0,03:00
1323,Dr. Rajesh Babu D,Orthopedist,25.0,"MBBS, Diploma In Orthopaedics (D. Ortho), DNB, MNAMS - Orthopaedics, SPINE SURGERY TRAINING",500.0,400.0,VARSHAA SPECIALITY CLINICS,Ashok Nagar,11:00:00,12:00:00,Chennai,900.0,01:00
1324,Dr. Venkataraman Manian,Orthopedist,31.0,MBBS MS orthopaedics,300.0,100.0,Dr Venkataraman Ortho Clinic,Chennai,09:00:00,17:00:00,Chennai,400.0,08:00
1325,Dr. M Suresh Babu,Orthopedist,26.0,"MBBS, MS - Orthopaedics",300.0,0.0,PM Hospital,Chennai,19:30:00,20:30:00,Chennai,300.0,01:00
1326,Dr. Sudhakar Williams,Orthopedist,49.0,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics",600.0,0.0,Sundaram Medical Foundation,Anna Nagar,10:30:00,13:00:00,Chennai,600.0,02:30
1327,Dr. C.S. Dhillon,Orthopedist,0.0,Not Mentioned,800.0,0.0,Miot Hospital,Poonamallee,08:00:00,17:00:00,Chennai,800.0,09:00
1328,Dr. Bharani Kumar Dayanandam,Orthopedist,29.0,"MBBS, AFRCSI, FRCS - Trauma & Orthopedic",600.0,0.0,Apollo Specialty Hospitals,Vanagaram,10:00:00,15:00:00,Chennai,600.0,05:00
1329,Dr. Surendar Bora,Orthopedist,45.0,"MBBS, Diploma in Orthopaedics, MS - Orthopaedics",500.0,0.0,Bora Hospital,Saidapet,18:00:00,21:00:00,Chennai,500.0,03:00
1330,Dr. K M Ganapathy,Orthopedist,13.0,"M Ch. Ortho, M. S . Ortho",0.0,250.0,Ortho And General Clinic,Chennai,,,Chennai,250.0,
1331,Dr. Anantharaman,Orthopedist,25.0,"MBBS, MS - Orthopaedics, Diploma in Orthopaedics",300.0,0.0,Acian Ortho clinic,Royapuram,19:30:00,22:30:00,Chennai,300.0,03:00
1332,Dr. Kanagasarathy .,Orthopedist,15.0,MS - Orthopaedics,200.0,0.0,ELITE ORTHO CARE,Medavakkam,11:00:00,19:00:00,Chennai,200.0,08:00
1333,Dr. George Leonard Ponraj,Orthopedist,39.0,"MBBS, MS - Orthopaedics, Diploma in Orthopaedics",700.0,0.0,Prashanth Multispeciality Hospital,Chetpet,16:30:00,18:00:00,Chennai,700.0,01:30
1334,Dr. Santosh Jacob,Orthopedist,0.0,Not Mentioned,700.0,0.0,Be Well Hospital,T.Nagar,17:00:00,20:00:00,Chennai,700.0,03:00
1335,Dr. R Karu Shanmuga Karthikeyan,Orthopedist,17.0,"MBBS, MS - Orthopaedics, M.Ch.",150.0,0.0,R.K.S Bone,Joint & Spine Clinic,17:00:00,21:00:00,Chennai,150.0,04:00
1336,Dr. Fakhruddin,Orthopedist,15.0,MS - Orthopaedics,300.0,300.0,lifecare ortho clinic,George Town,17:00:00,21:00:00,Chennai,600.0,04:00
1337,Dr. A B Sridhar Balakrishnan,Orthopedist,0.0,Not Mentioned,500.0,400.0,APPASAMY HOSPITAL,Arumbakkam,18:00:00,19:30:00,Chennai,900.0,01:30
1338,Dr. Parasarann G,Orthopedist,2.0,M.S Orthopaedics,200.0,200.0,Healtree Multispeciality Hospital,Neelankarai,16:00:00,17:00:00,Chennai,400.0,01:00
1339,Dr. Ashok Kumar P S,Orthopedist,28.0,"MBBS, MS - Orthopaedics",800.0,0.0,SIMS Hospital,Vadapalani,09:00:00,13:00:00,Chennai,800.0,04:00
1340,Dr. V.Vijay Narasimman Reddy,Orthopedist,28.0,"MBBS, MS - Orthopaedics, DNB - Orthopedics",400.0,0.0,Sri PadmaPriya Hospital,Mogappair,18:30:00,19:30:00,Chennai,400.0,01:00
1341,Dr. Senthilbalan,Orthopedist,15.0,MBBS,200.0,0.0,Dr.Senbalan's Ortho Clinic,Pallikaranai,18:00:00,21:00:00,Chennai,200.0,03:00
1342,Dr. Raj Kanna,Orthopedist,23.0,"MBBS, MS - Orthopaedics, DNB (Orthopedics)",500.0,0.0,Dr. Raj Kannas Knee Clinic,Anna Nagar,18:00:00,21:00:00,Chennai,500.0,03:00
1343,Dr. K    Velmurugan,Orthopedist,27.0,Not Mentioned,300.0,0.0,Dr Vel's Ortho Clinic,Nanganallur,18:00:00,21:00:00,Chennai,300.0,03:00
1344,Dr Sujatha,Gynaecologist,28.0,"MBBS, DGO, Post Graduate Diploma in Diabetology (PGDD)",500.0,0.0,Pristyn Care Clinic,Chennai,09:00:00,14:31:00,Chennai,500.0,05:31
1345,Dr. Agila,Gynaecologist,0.0,Not Mentioned,300.0,250.0,M.R hospital,Aminjikarai,18:30:00,19:30:00,Chennai,550.0,01:00
1346,Dr. Aakash Fertility Centre & Hospital,Gynaecologist,38.0,Sexologist,0.0,400.0,Dr. Kamaraj Hospital For Men's Health,Vadapalani,16:00:00,16:00:00,Chennai,400.0,00:00
1347,Dr. Chinthu Madeswaran,Gynaecologist,12.0,"MBBS, DGO",500.0,500.0,Maaya Women's Hospital & Fertility Centre,Kolathur,16:00:00,22:00:00,Chennai,1000.0,06:00
1348,Dr. Inthu M,Gynaecologist,13.0,"MBBS, M.S Obstetrics & Gynaecology, F.MAS Fellowship In Minimal Access Surgery, D. MAS Dip...read more",500.0,500.0,Maaya Speciality Hospitals,Kolathur,07:00:00,23:00:00,Chennai,1000.0,16:00
1349,Dr. K S Jeyarani Kamaraj,Gynaecologist,30.0,"MBBS, DGO - Gynecology & Obstetrics, MD - Obstetrtics & Gynaecology",600.0,0.0,Aakash Fertility Centre & Hospital,Vadapalani,11:30:00,19:30:00,Chennai,600.0,08:00
1350,Dr. Parimalam Ramanathan,Gynaecologist,30.0,"FRCOG (London) (Fellow Of Royal College Of Obstetricians & Gynaecologists), Certificate Of...read more",700.0,250.0,London Harley Street Women & Fertility Centre,Perungudi,10:30:00,13:30:00,Chennai,950.0,03:00
1351,Dr. Bhavna Mehta,Gynaecologist,31.0,"DGO, MBBS",600.0,500.0,Murugan Hospital,Kilpauk,11:30:00,12:30:00,Chennai,1100.0,01:00
1352,Dr. Preethi P,Gynaecologist,34.0,"MBBS, DGO - Gynaecologist & Obstetrician, Diploma in Advanced Gynaec Laparoscopic Surgery",700.0,700.0,Prime OBG Women Speciality - Thiruvanmiyur,Thiruvanmiyur,10:00:00,14:00:00,Chennai,1400.0,04:00
1353,Dr. Sujatha Rajnikanth,Gynaecologist,24.0,"MBBS, DNB (Obstetrics & Gynecology), Tobacco Cessation Specialist, Counselling Psychologis...read more",600.0,400.0,Velvom,Mogappair East,11:00:00,16:00:00,Chennai,1000.0,05:00
1354,Dr. Shantha Rama Rao,Gynaecologist,49.0,"MD - Obstetrtics & Gynaecology, DGO, MBBS, Fellowship  certificate in DIABETOLOGY",500.0,500.0,Thulasi Krishna Nursing Home,Kodambakkam,11:30:00,19:30:00,Chennai,1000.0,08:00
1355,Dr. Dhwaraga Jeyaraman,Gynaecologist,20.0,"MBBS, DGO, MS - Obstetrics and Gynaecology",600.0,500.0,SURABHI WOMEN'S CLINIC,Chennai,17:00:00,20:00:00,Chennai,1100.0,03:00
1356,Dr. Thamarai,Gynaecologist,27.0,"MBBS, DGO",400.0,300.0,Prolife Obstetrics & Gynaecology Clinic & Scan,Manapakkam,10:30:00,12:30:00,Chennai,700.0,02:00
1357,Dr. Ramapraba Subburam,Gynaecologist,12.0,"MBBS, MS - Obstetrics and Gynaecology",300.0,400.0,VARAMM HEALTHCARE PVT LTD,Anna Nagar,10:00:00,13:00:00,Chennai,700.0,03:00
1358,Dr. Niveditha K J,Gynaecologist,10.0,"MBBS, MS - Obstetrics & Gynaecology",600.0,500.0,Aakash Fertility Centre & Hospital,Vadapalani,11:00:00,21:00:00,Chennai,1100.0,10:00
1359,Dr. Lavangi Sudhakar,Gynaecologist,54.0,MBBS,200.0,0.0,SP Hospital,Adambakkam,09:00:00,11:00:00,Chennai,200.0,02:00
1360,Dr. Aishwarya A,Gynaecologist,11.0,"MS - Obstetrics and Gynaecology, DNB (Obstetrics and Gynecology), MBBS",500.0,250.0,Aval Women Care,Besant Nagar,17:00:00,21:00:00,Chennai,750.0,04:00
1361,Dr. Sivakami Gopinath,Gynaecologist,42.0,"MBBS, DGO",800.0,0.0,SIMS Hospital     (On Call),Vadapalani,10:30:00,16:00:00,Chennai,800.0,05:30
1362,Dr. Chandralekha,Gynaecologist,38.0,"MS - Obstetrics and Gynaecology, MBBS",800.0,0.0,Iswarya Women's Hospital and Fertility Centre    (On Call),Kasturbai Nagar,10:00:00,16:00:00,Chennai,800.0,06:00
1363,Dr. Meenakshi Balasubramanian,Gynaecologist,18.0,"MBBS, DGO",600.0,500.0,KRIA Women's Clinic,Adyar,16:00:00,19:00:00,Chennai,1100.0,03:00
1364,Dr. Arun Muthuvel,Gynaecologist,13.0,"MCH - Reproductive Medicine & Surgery, MS - Obstetrics & Gynaecology",550.0,200.0,Iswarya Fertility centre,Adyar,11:00:00,12:00:00,Chennai,750.0,01:00
1365,Dr. K S Ramya,Gynaecologist,19.0,"MS - Obstetrics and Gynaecology, DGO, MBBS",500.0,300.0,Diya Specialty Clinic,Velachery,17:00:00,20:00:00,Chennai,800.0,03:00
1366,Dr. Abdul Basith,Gynaecologist,14.0,"MBBS, MD - Obstetrtics & Gynaecology",500.0,100.0,Premier Plus Clinic,Chennai,19:00:00,20:30:00,Chennai,600.0,01:30
1367,Dr. Aruna Ashok,Gynaecologist,20.0,"Infertility Specialist, MS - Obstetrics and Gynaecology, MBBS",250.0,0.0,Metro Speciality Clinic,R A Puram,16:30:00,21:00:00,Chennai,250.0,04:30
1368,Dr. Premalatha Balachandran,Gynaecologist,25.0,"MBBS, DGO, MRCOG",400.0,0.0,Dr.Prema's Women's Clinic,Adyar,18:05:00,21:00:00,Chennai,400.0,02:55
1369,Dr. Akhila Sangeetha Bhat,Gynaecologist,26.0,"MS - Obstetrics and Gynaecology, MBBS",900.0,0.0,Dr Akhila Sangeetha Bhat Clinic,Kilpauk,13:00:00,17:00:00,Chennai,900.0,04:00
1370,Dr. Mala Raj,Gynaecologist,32.0,"MBBS, Diploma in Obstetrics & Gynaecology, Diploma in Advanced Gynaec Laparoscopic Surgery...read more",500.0,0.0,Firm Hospital -  Chennai,Chennai,09:00:00,20:00:00,Chennai,500.0,11:00
1371,Dr. Shaanthy Gunasingh,Gynaecologist,40.0,"MBBS, DGO, MD",500.0,500.0,Mangalam Healthcare and Dental Clinic,Mogappair West,10:00:00,13:00:00,Chennai,1000.0,03:00
1372,Dr. Geetha Haripriya,Gynaecologist,44.0,"MBBS, DGO, MD - Obstetrics & Gynaecology",500.0,200.0,Prashanth Fertility Research centre,Chetpet,11:00:00,20:30:00,Chennai,700.0,09:30
1373,Dr. R S Krithika Devi,Gynaecologist,29.0,"MBBS, DGO",400.0,0.0,Babu's Maternity Hospital,Tambaram,08:00:00,12:00:00,Chennai,400.0,04:00
1374,Dr. Kumari Anukriti,Gynaecologist,10.0,"MS - Obstetrics and Gynaecology, MBBS",600.0,400.0,WCF Hospitals,Chennai,16:00:00,18:00:00,Chennai,1000.0,02:00
1375,Dr. M  Velrani,Gynaecologist,52.0,"MBBS, Diploma in Obstetrics & Gynaecology",500.0,0.0,Subam Specality Hospital,Virugambakkam,18:30:00,20:30:00,Chennai,500.0,02:00
1376,Dr. Thamarai,Gynaecologist,28.0,"MBBS, DGO",400.0,0.0,Prolife Obstetrics And Gynaecology Clinic & Scans,Manapakkam,08:00:00,21:00:00,Chennai,400.0,13:00
1377,Srushti Fertility Centre & Women's Hospital,Gynaecologist,28.0,Best Fertility Centre In India,750.0,300.0,Srushti Fertility Centre & Women's Hospital,Ramapuram,09:00:00,21:00:00,Chennai,1050.0,12:00
1378,Dr. Sahityalakshmi Manoharan,Gynaecologist,6.0,"MS - Obstetrics and Gynaecology, DNB (Obstetrics and Gynecology), Fellowship in Reproducti...read more",800.0,600.0,Kauvery Hospital,Vadapalani,09:00:00,16:00:00,Chennai,1400.0,07:00
1379,Dr. Smisha,Gynaecologist,25.0,"MBBS, Diploma in Obstetrics & Gynaecology, DNB (Obstetrics and Gynecology), FNB Reproducti...read more",500.0,0.0,Parvathi Nursing Home,K K Nagar,11:00:00,14:00:00,Chennai,500.0,03:00
1380,Dr. M R  Monisha,Gynaecologist,16.0,"MBBS, MD - Obstetrics & Gynaecology",500.0,500.0,Mother's Care Clinic,Chennai,12:30:00,14:00:00,Chennai,1000.0,01:30
1381,Dr. Kavitha Gautham,Gynaecologist,23.0,"MBBS, MD - Obstetrics & Gynaecology, Diploma in Radiation Medicine, FICOG, FIMSA",500.0,0.0,Bloom Fertility & Healthcare,Velachery,14:00:00,16:00:00,Chennai,500.0,02:00
1382,Dr. Sadhana Srithar,Gynaecologist,32.0,"MBBS, DGO",300.0,0.0,Sakthi Clinic,Chennai,11:00:00,13:00:00,Chennai,300.0,02:00
1383,Dr. Vidhya Selvam,Gynaecologist,14.0,"MBBS, MS - Obstetrics and Gynaecology, DNB (Obstetrics and Gynecology), MRCOG(UK), FMAS.Laparoscopy",300.0,0.0,DeeGee Clinic,Chromepet,18:30:00,21:00:00,Chennai,300.0,02:30
1384,Dr. Anusuya M,Gynaecologist,44.0,"MBBS, MS - General Surgery, DGO",500.0,0.0,Anjakha Multispeciality Hospital,Medavakkam,17:00:00,20:00:00,Chennai,500.0,03:00
1385,Dr. Aishwarya Parthasarathy,Gynaecologist,12.0,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD Obstetrics and Gynecology , DNB (Obs...read more",400.0,300.0,A4 Fertility Center And Hospital,Virugambakkam,17:00:00,21:00:00,Chennai,700.0,04:00
1386,Dr. Dhivyambigai Rajendran,Gynaecologist,14.0,"MBBS, DNB - Obstetrics and Gynecology",500.0,250.0,VIBRANT SPECIALITY CLINIC,Chennai,17:30:00,20:30:00,Chennai,750.0,03:00
1387,Dr. Prof. Rajendra Prasath A,Homeopathy,19.0,"MD - Homeopathy - Practice of Medicine, BHMS",450.0,350.0,Newlife Homoeopathic Specialty Centre & Hospital,Puzhal,11:00:00,15:00:00,Chennai,800.0,04:00
1388,Dr. Himani Negi,Homeopathy,12.0,BHMS,500.0,500.0,Dr. Himani Homoeocure,Medavakkam,17:00:00,22:00:00,Chennai,1000.0,05:00
1389,Dr. Lakshmipathy Prabhu,Homeopathy,17.0,"BHMS, MS (CR), PhD - Pharmacology",200.0,300.0,Shree Saravana Homeo Clinic,Chromepet,19:00:00,21:00:00,Chennai,500.0,02:00
