,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Recently Consulted for,Available From,Available Till,City
298,Dr. Aishwarya Parthasarathy,Gynaecologist,12,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD Obstetrics and Gynecology , DNB (Obs...read more",₹ 400,₹ 300,A4 Fertility Center And Hospital,Virugambakkam,,05:00 PM,09:00 PM,Chennai
299,Dr. Dhivyambigai Rajendran,Gynaecologist,14,"MBBS, DNB - Obstetrics and Gynecology",₹ 500,₹ 250,VIBRANT SPECIALITY CLINIC,Chennai,,05:30 PM,08:30 PM,Chennai
300,Dr. Prof. Rajendra Prasath A,Homeopathy,19,"MD - Homeopathy - Practice of Medicine, BHMS",₹ 450,₹ 350,Newlife Homoeopathic Specialty Centre & Hospital,Puzhal,"Weight Loss, Hair Fall, Corn RemovalNext ",11:00 AM,03:00 PM,Chennai
301,Dr. Himani Negi,Homeopathy,12,BHMS,₹ 500,₹ 500,Dr. Himani Homoeocure,Medavakkam,"Erection Problems, Piles Treatment (Non Surgical), Hair Loss Treatment",05:00 PM,10:00 PM,Chennai
302,Dr. Lakshmipathy Prabhu,Homeopathy,17,"BHMS, MS (CR), PhD - Pharmacology",₹ 200,₹ 300,Shree Saravana Homeo Clinic,Chromepet,"Hair Loss, Hair Loss Treatment, Psoriasis TreatmentNext ",07:00 PM,09:00 PM,Chennai
303,Dr. Senthil Kumar Dhandapani,Homeopathy,24,"M.Phil - Psychology, MD - Alternate Medicine, M.Sc - Psychology, BHMS",₹ 500,₹ 600,Vivekananda Homeo Clinic & Psychological Counseling Center,Velachery,"Pcod Treatment, Constipation, Gastric ProblemNext ",10:00 AM,12:30 PM,Chennai
304,Dr. Narendar B,Homeopathy,22,"MD - Homeopathy, BHMS",₹ 500,,Dr Narenss Homoeopathy Clinic,Virugambakkam,Hair Fall,09:30 AM,01:00 PM,Chennai
305,Dr. Gokulakannan V,Homeopathy,15,"BHMS, MPH",₹ 200,₹ 100,DOCTOR G HOMEO CLINIC,Medavakkam,,06:00 PM,09:30 PM,Chennai
306,Dr. Rochas Berlin,Homeopathy,17,"BHMS, MSc COUNSELLING AND PSYCHOTHERAPY",₹ 500,₹ 600,Wellness care  Homoeo clinic,Porur,,10:00 AM,12:00 PM,Chennai
307,Dr. G.Nirmal Md,Homeopathy,22,"MD - Homeopathy, BHMS",₹ 500,₹ 350,Niveena Homoeo Clinic,Ayanavaram,,06:00 PM,09:00 PM,Chennai
308,Dr. Josy Joy A,Homeopathy,26,BHMS,₹ 200,₹ 200,,,"Skin Care, Hair RestorationNext ",10:30 AM,07:30 PM,Chennai
309,Dr. Dhivya,Homeopathy,14,BHMS,₹ 300,₹ 100,Dr.D's Homoeo Clinic,Velachery,,10:00 AM,01:00 PM,Chennai
310,Dr. Pushpa J,Homeopathy,19,BHMS,₹ 300,₹ 300,Pushpa Homoeo Clinic,Chennai,,05:00 PM,07:00 PM,Chennai
311,Dr. Ramesh Ram R P D,Homeopathy,21,BHMS,₹ 500,₹ 700,Vaasanthi Homeo Clinic,Mugalivakkam,"Gaining Weight, Asthma, Hair DiseaseNext ",08:00 AM,11:00 AM,Chennai
312,Dr. Gokulkannan,Homeopathy,15,"M.P.H, B.H.M.S",₹ 100,₹ 500,Dr. G Homeopathy Clinic,Medavakkam,,06:00 PM,09:00 PM,Chennai
313,Dr. Shanthaa Sheela,Homeopathy,18,BHMS,,₹ 600,Dr. Sheela Homeopathic Healthcare Clinic,Vengaivasal,,05:00 PM,08:00 PM,Chennai
314,Dr. Jayapradha T,Homeopathy,22,"BHMS, MBA, PGDHDM, Masters in Psychology",₹ 500,₹ 300,ECSTASY HEALTH CARE CLINIC,Chennai,,04:00 PM,09:00 PM,Chennai
315,Dr. Vinita G,Homeopathy,23,BHMS,₹ 500,₹ 300,Dr. Vinita Krishna's Homoeopathic Clinic,Nungambakkam,Premature EjaculationNext ,05:00 PM,08:00 PM,Chennai
316,Dr. Radha Reddy,Homeopathy,16,BHMS,₹ 300,₹ 500,Dr.Radha,Tambaram East,"Male Sexual Problems Treatment, Male Sexual Problems, HypertensionNext ",10:00 AM,01:00 PM,Chennai
317,Dr. Mathi,Homeopathy,15,BHMS,₹ 200,,All Cure Homeopathy,Velachery,,09:00 AM,08:00 PM,Chennai
318,Dr. Kairali Dileep,Homeopathy,39,DHMS (Diploma in Homeopathic Medicine and Surgery),₹ 200,₹ 300,Nandanam Homoeo Clinic,Avadi,Asthma,05:00 PM,08:00 PM,Chennai
319,Dr. Kannusamy Sundaram,Homeopathy,24,BHMS,₹ 300,₹ 300,Sastha Homeo clinic,Arumbakkam,,09:30 AM,01:00 PM,Chennai
320,Dr. D.Senthil Kumar,Homeopathy,24,BHMS,₹ 300,₹ 500,Vivekanantha Homeopathy Clinic,Velachery,,10:00 AM,02:30 PM,Chennai
321,Dr. Nritiya Dave,Homeopathy,,,,₹ 500,Revive homeo clinic,Purasaivakkam,,10:00 AM,08:00 PM,Chennai
322,Dr. Sundarapandiyaraj Sakkaravarthy,Homeopathy,9,"BHMS, Msc - Physiotherapist, M.D Homoeopathy",₹ 500,₹ 100,Al-Shifa Multi Speciality Clinic,Manali,,08:45 AM,01:00 PM,Chennai
323,Dr. Anita Aswini M.P,Homeopathy,19,BHMS,₹ 200,₹ 200,Dgm,Madambakkam,,11:00 AM,08:30 PM,Chennai
324,Dr. N.R.Jayakumar,Homeopathy,,,₹ 400,,Madan Homoeo Clinic & Pharmacy,Adambakkam,"Allergy Treatment, Allergy, AsthmaNext ",09:00 AM,01:00 PM,Chennai
325,Dr. Subhramita Panda,Homeopathy,23,BHMS,₹ 200,₹ 200,Dr. Meeta Homeopathy Clinic,Chennai,,05:00 PM,08:00 PM,Chennai
326,Dr. Gayathri Devi,Homeopathy,17,BHMS,₹ 100,₹ 100,Shirdi Homoeopathic Centre,Ayapakkam,,05:00 PM,08:00 PM,Chennai
327,Dr. Saravanan,Homeopathy,18,"BHMS, Diploma in Naturopathy & Yogic Science (DNYS), MD - Acupuncture",₹ 200,,Priyam Clinic,Tambaram East,,09:00 AM,02:00 PM,Chennai
328,Dr. Pooja Preethi,Homeopathy,6,BHMS,₹ 300,,Sugam Homeopathy Hospital,Tambaram,,01:00 PM,09:00 PM,Chennai
329,Dr. Harsha Mehta,Homeopathy,,,₹ 500,₹ 500,Dr. Harsha Mehta,Anna Nagar,,05:30 PM,07:30 PM,Chennai
330,Dr. Leo Laner Victor,Homeopathy,9,"BHMS, MD (Hom) Psychiatry",₹ 500,,Homoeopathy Cure Center,Chennai,,04:00 PM,09:30 PM,Chennai
331,Dr. Sanghvi's  Nature Clinic,Homeopathy,,,,₹ 350,Dr.Sanghvi's Nature clinic,Nungambakkam,,10:00 AM,07:00 PM,Chennai
332,Dr. Jayesh V. Sanghvi,Homeopathy,43,"DHMS, MD - Homeopathy",,₹ 350,Dr.Sanghvi's Nature clinic,Nungambakkam,,02:00 PM,06:00 PM,Chennai
333,Sneha Iyer,Homeopathy,4,BHMS,₹ 500,₹ 380,Visheshomeo,Rajakilpakkam,,09:00 AM,08:30 PM,Chennai
334,Dr. Basima Muassam,Homeopathy,13,BHMS,₹ 300,₹ 500,Naturo Shifa Homoeopathic Clinic,Maraimalai Nagar,"Allergy, Thyroid Problems Treatment, Weight LossNext ",08:00 PM,09:30 PM,Chennai
335,Dr. Shilpi Verma,Homeopathy,13,"BHMS, MSc COUNSELLING AND PSYCHOTHERAPY",₹ 300,₹ 600,dr shilpi verma,Chennai,,07:00 AM,07:00 PM,Chennai
336,Dr. Sadhana J,Homeopathy,,,₹ 250,₹ 150,mashan,Anna Nagar,,08:30 AM,02:30 PM,Chennai
337,Dr. Kannan,Homeopathy,29,BHMS,₹ 250,,Vaigai Homeo Clinic,K K Nagar,,05:00 PM,08:30 PM,Chennai
338,Dr. Jenny R,Homeopathy,17,"BHMS, MBA (Healthcare)",₹ 500,,Newlife Homoeopathic SpecialityCentre,Puzhal,,05:00 PM,09:00 PM,Chennai
339,Dr. Treesa V John,Homeopathy,17,"BHMS, M.Sc - Applied Psychology, Certificate in CBT",₹ 300,₹ 200,Dr Treesa’s Speciality Homeopathy,Velachery,,10:00 AM,12:00 PM,Chennai
340,Dr. R.  Vijay Kumar,Homeopathy,15,BHMS,₹ 600,,Vijay Homeo Clinic,Chennai,,10:00 AM,01:00 PM,Chennai
341,Dr. Sharadhakumari George,Homeopathy,42,DHMS (Diploma in Homeopathic Medicine and Surgery),₹ 500,,Dr. Sharadha Kumari Homeopathy,Chennai,,04:00 PM,09:00 PM,Chennai
342,Joy Selin,Homeopathy,8,BHMS,,₹ 150,Joy Homoeo Care,Chennai,,,,Chennai
343,Dr. V. Rajeswari,Homeopathy,15,BHMS,₹ 200,,N Homoeopathy Clinic,Velachery,,09:30 AM,10:00 PM,Chennai
344,Dr. L Kannan,Homeopathy,34,BHMS,₹ 200,,Vaigai Homeo Clinic,K K Nagar,,05:00 PM,09:30 PM,Chennai
345,Dr. Eashwar Hariharan,Homeopathy,11,,,,,,,10:00 AM,08:00 PM,Chennai
346,Dr. Maheshwari Sampath,Homeopathy,3,BHMS,₹ 200,,VRN homeopathy Clinic,Padur,,06:30 PM,09:00 AM,Chennai
347,Dr. Sathya Moorthi,Homeopathy,16,BHMS,₹ 150,,Kanmani Homeo Clinic,Nanganallur,,06:00 PM,09:30 PM,Chennai
348,Dr. Balasubramaniyan,Homeopathy,12,BHMS,₹ 200,,Divyam Homeo Clinic,Chennai,,09:30 AM,01:00 PM,Chennai
349,Dr. Latha Suresh,Homeopathy,33,BHMS,,,,,,10:00 AM,07:00 PM,Chennai
350,Ms. Sripriya V,Psychologist,11,"Diploma in Mental Health Counseling, Msc Psychology",₹ 800,,₹ 1,000 onlineSri Singhvi Health Center- Purasaiwakkam,,09:00 AM,12:00 PM,Chennai
351,Ms. Sneha Hindocha,Psychologist,18,"M.Sc Applied Child Psychology, M.Sc In Counselling Psychology, B.Sc Psychology, M.Sc Appli...read more",,,,,,10:00 AM,08:00 PM,Chennai
352,Ms. Hemamalini Lakshminarasimhan,Psychologist,13,MS - Psychotherapy & Counselling,₹ 800,₹ 300,Sadbhava Counselling and Training Services,Anna Nagar,"Depression, Behaviour and Thought Problems, Stress Treatment",10:00 AM,02:00 PM,Chennai
353,Ms. Mufina,Psychologist,6,"M.Sc.Counselling Psychology, Diploma in Mental Health, Diploma in Business and Managerial ...read more",₹ 600,₹ 249,MIND SERENITY,Chennai,,04:00 PM,05:30 PM,Chennai
354,Mr. Rajendran,Psychologist,15,"M.Sc.,",₹ 200,₹ 100,Psychologist Rajendran,Chennai,"Anger Management, Behaviour and Thought Problems",10:30 AM,04:30 PM,Chennai
355,Dr. Latha Janaki R,Psychologist,18,"Ph.D Pyschology, M.Phil - Psychology, MS - Counselling and Psychotherapy, MS Psychology",,,,,"Psychotherapy, Behaviour and Thought Problems, Marriage CounsellingNext ",11:00 AM,02:00 PM,Chennai
356,Dr. P Tsunderam,Psychologist,27,"MS (Counselling & Psychotherapy), Ph D ( NLP)",₹ 500,,₹ 1,000 onlineMind Re-store Psychological Testing & Counselling Centre,"Premature Ejaculation, Anxiety, Depression",07:00 PM,10:00 PM,Chennai
357,Dr. Hema Karthik,Psychologist,13,"PhD - Psychology, LLB, DM - Child And Adolescent Psychiatry",,,,,"Stress Treatment, Behaviour and Thought ProblemsNext ",12:00 PM,09:00 PM,Chennai
358,Ms. Muthulakshmi Balasubramanian,Psychologist,8,"M.Sc (Psy.), B.Sc Psychology, Post graduation in counseling and family therapy",₹ 500,₹ 450,Online / Onsiteconsultation,sholinganallur,,10:30 AM,07:00 PM,Chennai
359,Dr. Lakshmi T K,Psychologist,18,"M.Sc - Psychotherapy, M.Phil - Psychology, Phd - Psychology",₹ 650,,₹ 7,000 onlineThe Mind Care Center For Mental Health,,10:00 AM,07:30 PM,Chennai
360,Dr. Smitha Anandhan,Psychologist,24,"Bachelor of Occupational Therapy (BOT), MSc - Psychotherapy",,,,,,10:00 AM,01:00 PM,Chennai
361,Dr. Abilasha,Psychologist,16,Ph. D - Psychology,₹ 0,,Dr.Abilasha,Anna Nagar,,10:00 AM,09:00 PM,Chennai
362,Dr. Mini Rao,Psychologist,28,...,,,,,,10:00 AM,08:00 PM,Chennai
363,Mr. Simhan Ln,Psychologist,12,"M Phil Psychology, M Sc Applied Psychology",₹ 500,₹ 300,FnX Fitness Studio 4 Mind,Ramapuram,,09:00 AM,11:00 AM,Chennai
364,Dr. Manuja,Psychologist,14,M.Sc,₹ 500,,₹ 1,000 onlineWisdom Counseling Psychotherapy Centre,,09:00 AM,05:00 PM,Chennai
365,Mrs. Lekha Edwin,Psychologist,9,M. Sc Psychology,,,,,,09:00 AM,09:00 PM,Chennai
366,Ms. Vijayalakshmi Rozario,Psychologist,,,,,,,,04:00 PM,09:00 PM,Chennai
367,Ms. Vanitha Nandhan,Psychologist,11,M.Phill,₹ 300,,TEMPZ Psychological Clinical Lab,Mogappair,"Depression, Stress Treatment, Behaviour and Thought Problems",05:30 PM,09:00 PM,Chennai
368,Mr. Joe Nathan,Psychologist,6,"Diploma in Mental Health Care & Counseling, PhD Anthropology, PG Diploma in Applied Buddhi...read more",,,,,,09:00 AM,08:30 PM,Chennai
369,Ms. Getsy Solomon,Psychologist,,,,,,,,10:00 AM,10:00 PM,Chennai
370,Dr. Parimal Pandit,Psychologist,30,MA - Clinic Psychology,,₹ 350,Tharu Clinic,Chennai,,11:00 AM,04:00 PM,Chennai
371,Dr. Kalpana Suryakumar,Psychologist,21,MSc Guidance & Counseling,₹ 750,,MANAS Counseling Services,Chennai,"Marriage Counselling, Behaviour and Thought Problems",,,Chennai
372,Dr. T Santhanam,Psychologist,35,PHD Psychology,₹ 800,,Vigneshwara Counselling and Psychological Clinic,Velachery,,10:00 AM,09:00 PM,Chennai
373,Mr. A.K Saravanan,Psychologist,16,"MSC in Psychology, Master in yoga (MY)",,,,,,09:00 AM,06:00 PM,Chennai
374,Dr. Srinivasarengan,Psychologist,11,"MSc, (PhD),PGDGC, DCMH( NIMHANS)",,,,,,10:00 AM,01:00 PM,Chennai
375,Dr. Aadarsh Vivek Mitra Bds Msc,Psychologist,,,,,,,,06:00 PM,08:00 PM,Chennai
376,Mr. Rohit Ramachandran,Psychologist,7,"Bachelor of Science (Psychology), Master of Science (Counseling & Psychotherapy), Master o...read more",,,,,,,,Chennai
377,Dr. Suryakumar Rajarathnam,Psychologist,,,,,,,,10:00 AM,07:00 PM,Chennai
378,Ms. A. Radhika Inuganti,Psychologist,29,,,,,,Adult Counselling,,,Chennai
379,Ms. Mala Thyagarajan K,Psychologist,17,MS Psychology,₹ 500,,Screen Mind Spa,Kolapakkam,,08:00 AM,08:00 PM,Chennai
380,Mr. Senthil Kumar,Psychologist,17,Msc - Psychology,₹ 600,,Mind care centre,Avadi,,06:00 PM,09:00 PM,Chennai
381,Dr. Muthulakshmi,Psychologist,11,"M.Sc - Psychology, PG Diploma in Counselling and Family Therapy, B Sc Psychology",₹ 850,₹ 500,Prime Family Clinic (On Call),Chennai,,09:00 AM,10:00 PM,Chennai
382,Dr. A C N Aruna,Psychologist,,,,,,,,10:00 AM,07:00 PM,Chennai
383,Mr. Chitrarasu G,Psychologist,15,M.Sc - Psychology,₹ 500,,Mind Above Mode,Tambaram,,05:00 PM,09:00 PM,Chennai
384,Ms. Gajalakshmi P.T.,Psychologist,9,MPhil (Clinical Psychology),,₹ 550,PsyZone,Kilpauk,,10:00 AM,04:00 PM,Chennai
385,Joseph Washington,Psychologist,17,"Ph..D., M.Phil - Psychology",₹ 700,,Counselling Chennail,Anna Salai,,09:00 AM,09:00 PM,Chennai
386,Dr. Padma Chandrasekaran,Psychologist,16,M.Sc Psychology,₹ 750,,Arc International Fertility & Research Centre,Egmore,,08:00 AM,10:00 PM,Chennai
387,Ms. Anupama Vinod,Psychologist,10,MSc - Psychotherapy And Counselling,₹ 900,,Manas Sarovar Wellbeing Centre,Chennai,,07:00 AM,07:00 AM,Chennai
388,Dr. Anya Kumar,Psychologist,15,"M.Sc Counseling Psychology, M.A Clinical Psychology",₹ 700,,Shalom,Mandaveli,,11:00 AM,09:00 PM,Chennai
389,Mrs. Vennila Mary,Psychologist,,,,₹ 500,Jasam Counselling Centre,Madipakkam,,11:00 AM,03:00 PM,Chennai
390,Dr. Nishok A,Psychologist,,,,₹ 600,Trishul Mind Power Clinic,Chennai,,10:00 AM,09:00 PM,Chennai
391,Ms. Thaheera Sirin,Psychologist,2,M.Phil- Clinical Psychology,₹ 400,₹ 500,EMRI Green Heath Services,Chennai,,10:00 AM,07:00 PM,Chennai
392,Mr. Azeem,Psychologist,,,₹ 500,₹ 100,Spirituality Health and Inner Values Academy,Chennai,,,,Chennai
393,Mr. Ciril C B,Psychologist,14,"MPHIL, M A PSYCHOLOGY",₹ 500,₹ 50,,,,10:00 AM,05:00 PM,Chennai
394,Dr. Sangita Santosham,Psychologist,20,"M.Sc - Psychology, M.Phil - Clinical Psychology, MA - Applied Behavioural Science",₹ 500,,Santosham Chest Hospital,Egmore,,06:30 PM,08:30 PM,Chennai
395,Dr. Vidya Muralidharan,Psychologist,12,Masters in Philosophy,₹ 500,₹ 100,Vidya Muralidharan,Egmore,,03:00 PM,03:30 PM,Chennai
396,Nishok Sa,Psychologist,,,₹ 500,₹ 300,Trishool Power,Choolaimedu,,09:00 AM,05:00 PM,Chennai
397,Ms. Srivithya,Psychologist,5,"Masters of science in psychology, Diploma in Counselling Skills",₹ 500,₹ 300,Murari Hospital,Madhavaram,,06:00 PM,08:30 PM,Chennai
398,Ms. Prabha Murali,Psychologist,10,"MSc COUNSELLING AND PSYCHOTHERAPY, Certified Clinical Hypnotherapist, CERTIFICATION IN BAC...read more",,,,,,10:00 AM,07:00 PM,Chennai
399,Mr. Ravi Samuel,Psychologist,25,,,,,,,09:00 AM,06:00 PM,Chennai
400,Dr. Gowthaman Krishnamoorthy,Ayurveda,23,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 500,Wellness Guruji Camps - Kodambakkam,Kodambakkam,"Pain Treatment, Yoga, Kshar Sutra",10:00 AM,06:00 PM,Chennai
401,Dr. Puthumaivinayagam Jeyaprakash Narayanan,Ayurveda,48,M.D(Siddha).,₹ 500,₹ 500,Siddhalaya,Arumbakkam,Erection Problems,10:30 AM,12:00 PM,Chennai
402,Dr. Jayashree D,Ayurveda,40,"Diploma in Acupuncture, Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 300,Shree Ayurvedic Multispeciality Hospital,West Mambalam,,10:00 AM,01:00 PM,Chennai
403,Dr. Jayakumar T,Ayurveda,14,"MD - Acupuncture, Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,,₹ 1,000 onlineJAYAM HEALTH CENTRE,"Skin Care, Sexually Transmitted Disease (STD) Treatment, Hair Loss",10:00 AM,12:00 PM,Chennai
404,Dr. Nagalla Muni Lokesh,Ayurveda,22,"MD Ayurveda, Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 100,₹ 200,Kottakal Ayurveda Speciality Clinic,Chennai,"Weight Loss, Siddha",09:00 AM,07:00 PM,Chennai
405,Dr. T Ashok Kumar,Ayurveda,16,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - Ayurveda",,₹ 100,Dr Ashok's Ayurveda,K K Nagar,Sugar,,,Chennai
406,Dr. Suganya V,Ayurveda,22,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 400,Dr Suganya’s Ayurvedic Solutions,Alwarpet,,10:00 AM,05:00 PM,Chennai
407,Dr. Charanya Psychologist,Ayurveda,10,"BSMS, MSc psychology, MBA (Healthcare), NLP Practioner Certificate",₹ 500,₹ 500,,,,10:00 AM,05:00 PM,Chennai
408,Dr. Valsala.P,Ayurveda,39,BAMS,₹ 300,₹ 300,Dr Valsala P Ayurvedic Clinic,Neyveli,"Masturbation Addiction, Body Weakness, Sex Education",09:00 AM,07:00 PM,Chennai
409,Dr. Pushpa J,Ayurveda,19,BHMS,₹ 300,₹ 300,Pushpa Homoeo Clinic,Chennai,,05:00 PM,07:00 PM,Chennai
410,Dr. Priya John,Ayurveda,30,"BSMS , MD",₹ 400,,Chennai Siddha and Ayurveda Speciality Clinic,Chennai,,05:30 PM,08:30 PM,Chennai
411,Dr. Rekha,Ayurveda,16,"MBA(Hospital Management), Bachelor of Ayurveda, Medicine & Surgery (BAMS)",₹ 150,₹ 100,Ayurmithra Ayurveda Clinic,Madambakkam,,10:00 AM,02:00 PM,Chennai
412,Dr. Riya Varghese,Ayurveda,15,"MD - Ayurveda, Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 300,₹ 350,Dr Riya,Chennai,,06:00 PM,09:00 PM,Chennai
413,Shanta Ayurveda Hospital,Ayurveda,,,₹ 200,₹ 350,Shanta Ayurveda Hospital,T.Nagar,,04:00 PM,06:00 PM,Chennai
414,Dr. P T Ezhil Selvan,Ayurveda,18,"PG Dip (Medical Education), Bachelor of Siddha Medicine and Surgery (B.S.M.S), Diploma in ...read more",₹ 150,,KURINJI Siddha And Varmam Clinic,Mogappair West,,08:30 AM,12:00 PM,Chennai
415,Dr. Vinita G,Ayurveda,23,BHMS,₹ 500,₹ 300,Dr. Vinita Krishna's Homoeopathic Clinic,Nungambakkam,Premature EjaculationNext ,05:00 PM,08:00 PM,Chennai
416,Dr. Pavithra,Ayurveda,15,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - Acupuncture, MSc -Psychology",₹ 150,,Dr Pavithra Ayurveda clinic,Thirumangalam,,10:00 AM,08:00 PM,Chennai
417,Dr. Sindhu V,Ayurveda,5,"MD-Siddha, BSMS, MD-Siddha, BSMS",₹ 250,₹ 200,Siddha 365 Health Care,Villivakkam,,10:00 AM,09:30 PM,Chennai
418,Dr. Santhosh Selvam,Ayurveda,15,"M.S., B.S.M.S",₹ 500,,Sakthi's Hospital And Research Center,Vadapalani,,11:00 AM,07:00 PM,Chennai
419,Dr. Purushothaman,Ayurveda,9,"MD - Acupuncture, M.D - Varmakalai, MD - Yoga and Naturopathy, MD - Bio-energy healing, M....read more",₹ 300,₹ 500,SHEN Varma Acupuncture Clinic,Chennai,,06:00 PM,10:00 PM,Chennai
420,Dr. Arulpathymurugesan M.S,Ayurveda,16,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), PG Diploma In Emergency Trauma Care, Fe...read more",₹ 100,₹ 300,,,,09:00 AM,09:00 PM,Chennai
421,Dr. Sindhu V,Ayurveda,5,"MD-Siddha, BSMS, MD-Siddha, BSMS",₹ 250,₹ 200,Siddha 365 Health Care,Villivakkam,,10:00 AM,09:30 PM,Chennai
422,Dr. M.P.Agathiyar,Ayurveda,27,B.S.M.S,₹ 500,,Agathiyar Siddha Hospital,Vadapalani,,06:00 PM,09:00 PM,Chennai
423,Narayani Krishnamurthy,Ayurveda,8,"DMS sonography, DRCH",₹ 100,,MSN HEALTH & Women's Care,Thiruninravur,,05:30 PM,10:00 PM,Chennai
424,Dr. N Nityasri Balakrishnan,Ayurveda,29,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 450,,₹ 1,000 onlineDr. Nithyasri Ayurveda  Clinic,,05:15 PM,06:45 PM,Chennai
425,Dr. Mohamed Rizwan N,Ayurveda,,,₹ 200,₹ 300,Riz Heal Natural Health Care & Research Centre,Chennai,,10:00 AM,01:00 PM,Chennai
426,Dr. Rajesh Verma,Ayurveda,17,"BEMS, MD - Acupuncture, Ph.D- Ayurveda",₹ 500,₹ 500,BLISS MEDICAL CARE,Chennai,,02:00 PM,06:00 PM,Chennai
427,Dr. M Harikrishnan,Ayurveda,14,MD(Ayurveda),₹ 100,₹ 300,Dr Hari's Samhita Ayurvedashala,West Mambalam,,07:00 PM,09:00 PM,Chennai
428,Dr. K T Jayakrishnan,Ayurveda,38,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 300,₹ 350,Shanta Ayurveda Hospital,T.Nagar,,04:00 PM,06:00 PM,Chennai
429,Mr. Joe Nathan,Ayurveda,6,"Diploma in Mental Health Care & Counseling, PhD Anthropology, PG Diploma in Applied Buddhi...read more",,,,,,09:00 AM,08:30 PM,Chennai
430,Dr. Mohamed Rizwan N,Ayurveda,,,₹ 200,₹ 300,Riz Heal Natural Health Care & Research Centre,Chennai,,10:00 AM,01:00 PM,Chennai
431,Dr. M Harikrishnan,Ayurveda,14,MD(Ayurveda),₹ 100,₹ 300,Dr Hari's Samhita Ayurvedashala,West Mambalam,,07:00 PM,09:00 PM,Chennai
432,Dr. K T Jayakrishnan,Ayurveda,38,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 300,₹ 350,Shanta Ayurveda Hospital,T.Nagar,,04:00 PM,06:00 PM,Chennai
433,Dr. P Senthil Kumar,Ayurveda,22,"MD-Siddha, BSMS",₹ 500,,Jyothi Siddha & Ayurveda Hospital,Tambaram West,Ulcer,11:00 AM,02:00 PM,Chennai
434,Mr. Sathieesh Chandrasekaran,Ayurveda,16,Bachelor of Siddha Medicine and Surgery (BSMS),₹ 100,₹ 1,sathieesh,Vadapalani,,04:00 PM,05:30 PM,Chennai
435,Dr. Pooja Bhandare,Ayurveda,,,₹ 200,₹ 500,Prisha Ayurvedic Clinic,Mahindra World City,,09:30 AM,09:30 PM,Chennai
436,Dr. S. Sathiya Narayana Murthy,Ayurveda,18,"BSMS, MSc(medical A natomy), P.G  DIP IN CRIMINOLOGY AND FORENSIC SCIENCES",₹ 150,,Om Sakthi Siddha Health Care,GST Road,,09:00 AM,09:00 PM,Chennai
437,Dr. Sakthi Balan,Ayurveda,14,"B.A.M.S, M.Sc (yoga)",₹ 250,₹ 300,Kottakkal Arya vaidya Sala,Adyar,,06:00 PM,08:30 AM,Chennai
438,Dr. Deepa Purushothaman,Ayurveda,26,,₹ 250,₹ 100,Aura Holistic Health Center & Acupuncture School,Porur,,06:00 PM,09:00 PM,Chennai
439,Dr. Jyothi Naresh,Ayurveda,31,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 300,,Vinaya Clinic,Chennai,,07:00 PM,09:15 PM,Chennai
440,Dr. P A Sudhir,Ayurveda,28,"BAMS, MD - Ayurveda",₹ 100,,Kotakkal Ayurvedic Clinic,Chennai,,06:00 PM,08:00 PM,Chennai
441,Sadayush Ayurvedic Care And Cure,Ayurveda,,,₹ 500,,Sadayush Ayurvedic Cure and Care,Royapettah,,08:00 AM,06:00 PM,Chennai
442,Dr. Nihal E Kathodika,Ayurveda,14,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 50,Dr. Nihal,Velachery,,11:00 AM,05:00 PM,Chennai
443,Dr. Haridas Varier,Ayurveda,33,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 300,,Sadayush Ayurvedic Cure and Care,Royapettah,,09:00 AM,06:00 PM,Chennai
444,Dr. Shailaja Sugunthan,Ayurveda,17,"MD-Siddha, BSMS",₹ 250,,Arivan Siddha Varmam Clinic,Padi,,04:00 PM,08:00 AM,Chennai
445,Dr. Ajay Vasant,Ayurveda,14,"Diploma in Acupuncture, Master Diploma in Acupressure, MD - Acupuncture, Journey into Heal...read more",,,,,,10:30 AM,08:30 PM,Chennai
446,Dr. V Esai Enban,Ayurveda,7,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 300,₹ 350,Shanta Ayurveda Hospital,T.Nagar,,04:00 PM,06:00 PM,Chennai
447,Dr. T Vamsi Latha,Ayurveda,23,BAMS,₹ 500,,Shree Ayurvedic Multispeciality Hospital,Chennai,,10:00 AM,01:00 PM,Chennai
