,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Recently Consulted for,Available From,Available Till,City
268,Dr. Pooja Choudhary,Gynaecologist,23,"MD - Obstetrtics & Gynaecology, MBBS",₹ 900,₹ 900,Gynae and ENT Clinic,Safdarjung Enclave,"No Periods, Irregular Periods, Trying to ConceiveNext ",05:00 PM,07:30 PM,Chennai
269,Dr. Shabnam,Gynaecologist,20,"DNB (Obstetrics and Gynecology) Tr, MBBS, Laparoscopy Training from AIIMS, PCOS Course don...read more",,,,,,11:00 AM,01:00 PM,Chennai
270,Dr. Aaditi Acharya,Gynaecologist,18,"MBBS, DGO",₹ 600,₹ 600,Wellness Clinic Apollo 24I7,Laxmi Nagar,"Termination Of Pregnancy, Abortion, No PeriodsNext ",05:30 PM,08:00 PM,Chennai
271,Dr. Vijay Lakshmi Rawat,Gynaecologist,29,"MBBS, MD - Obstetrtics & Gynaecology",,,,,"No Periods, Polycystic Ovary Syndrome, Trying to ConceiveNext ",01:00 PM,02:00 PM,Chennai
272,Dr. Seema Sehgal,Gynaecologist,36,"Art - Advance Course Infertility, MS - Obstetrics and Gynaecology, MBBS",,₹ 300,Dr Seema Sehgal's Clinic,Delhi,"Irregular Periods, No Periods, InfertilityNext ",06:30 PM,08:30 PM,Chennai
273,Dr. Aradhana Kalra Dawar,Gynaecologist,21,"MBBS, MS - Obstetrics and Gynaecology, DNB - Obstetrics & Gynecology, Post Graduate Diplom...read more",₹ 500,₹ 200,,,"Fertility, Fertilization, In Vitro Fertilization (IVF) Treatment",11:00 AM,03:00 PM,Chennai
274,Dr. Shakuntla Kumar,Gynaecologist,41,"Diploma In Endoscopic Surgery, DGO, MBBS",₹ 800,₹ 700,Nulife Hospital,Hakikat Nagar,"Caesarean Section, Pregnancy, SurrogacyNext ",10:00 AM,01:00 PM,Chennai
275,Dr. Prerna Gupta,Gynaecologist,20,"MBBS, MD - Obstetrtics & Gynaecology, MRCOG , Fellowship In ART",,₹ 400,Dr Prerna Gupta MD AIIMS clinic,Hauz Khas,,08:00 AM,04:00 PM,Chennai
276,Dr. Pratibha Gupta,Gynaecologist,24,"MBBS, MS - Obstetrics & Gynaecology",₹ 500,₹ 700,Healing Hands,Janakpuri,"Pregnancy, Delivery",11:00 AM,01:00 PM,Chennai
277,Dr. Nimmi Rastogi,Gynaecologist,29,"DGO, MBBS, Advanced Infertility",,₹ 500,Sarthak Medical Centre,Delhi,"Abortion, Pregnancy Query, Avoid Pregnancy",03:00 PM,05:00 PM,Chennai
278,Dr. Rita Bakshi,Gynaecologist,41,"MBBS, DGO, MD, Fellowship in Gynae Oncology",,,,,"Trying to Conceive, In Vitro Fertilization (IVF) Treatment, Infertility TreatmentNext ",09:00 AM,06:00 PM,Chennai
279,Dr. Sutopa Banerjee,Gynaecologist,27,"DNB (Obstetrics and Gynecology), DGO , MBBS",,,,,"Delivery, Gynae Problems, Laparoscopic Surgery (Obs  Gyn)Next ",05:00 PM,08:00 PM,Chennai
280,Dr. Chhavi,Gynaecologist,19,"MBBS, MS - Obstetrics and Gynaecology, DNB (Obstetrics and Gynecology)",₹ 300,₹ 500,Avni Healthcare,Rohini,"Gynae Problems, Delivery, FertilityNext ",06:00 PM,08:00 PM,Chennai
281,Dr. Vandana Gupta,Gynaecologist,39,"MS - Obstetrics and Gynaecology, MBBS",₹ 500,₹ 300,Archana Medical Centre,Mayur Vihar Phase 2,"Pregnancy, Polycystic Ovary SyndromeNext ",09:00 AM,01:30 PM,Chennai
282,Dr. Indira Das,Gynaecologist,39,"MBBS, DNB (Obstetrics and Gynecology), MD - Obstetrtics & Gynaecology",₹ 400,,₹ 3,000 onlineDr Indira's Clinic,"No Periods, Pregnancy, Irregular PeriodsNext ",08:00 PM,09:00 PM,Chennai
283,Dr. Vaishali Sharma M D ( A.I.I.M.S),Gynaecologist,18,"MD - Obstetrtics & Gynaecology, MBBS, Diploma In Specialised Advanced Gynaecological Endoscopy",,,,,"No Periods, Abortion, Avoid PregnancyNext ",09:00 AM,06:00 PM,Chennai
284,Dr. Sheetal Sachdeva,Gynaecologist,23,"DNB (Obstetrics & Gynecology), DGO, MBBS",₹ 800,₹ 800,Nest Gynae & Ortho Speciality Clinic,Delhi,"Delivery, Antenatal CareNext ",09:30 AM,10:30 AM,Chennai
285,Dr. Jyoti Chugh,Gynaecologist,39,"MD - Obstetrtics & Gynaecology, MBBS, DNB (Obstetrics and Gynecology)",₹ 800,,₹ 1,000 onlineSatyam Medical Centre,Gynae ProblemsNext ,10:00 AM,02:30 PM,Chennai
286,Dr. Shikha Jain,Gynaecologist,20,"FNB Reproductive Medicine, MD -Obstretics & Gynaecology, MBBS, Fellow ship of Indian Colle...read more",₹ 800,₹ 900,DREAMZ IVF,Pitampura,"Pregnancy Problems, Intra-Uterine Insemination (Iui), PregnancyNext ",09:00 AM,01:00 PM,Chennai
287,Dr. Gayatri  Bala,Gynaecologist,29,"MBBS, DGO, DNB - Obstetrics and Gynecology",,₹ 500,Ayoni Cure De Jouvence,Model Town,"No Periods, Irregular Periods, Pregnancy QueryNext ",09:00 AM,01:00 PM,Chennai
288,Dr. Supriya Kumari,Gynaecologist,20,"MBBS, DGO, DNB (Obstetrics and Gynecology)",₹ 300,₹ 300,Adarsh Hospital,Rohini,,11:00 AM,02:00 PM,Chennai
289,Dr. Usha. M. Kumar,Gynaecologist,35,"Diploma in Advance Endoscopy, Royal College of Obstetricians and Gynaecologists (MRCOG), MS, MBBS",,₹ 300,Saket City Hospital,Saket,"Sex Education, Pregnancy Query, AbortionNext ",09:00 AM,11:00 AM,Chennai
290,Dr. Ranjana Sharma,Gynaecologist,48,"FRCOG (LONDON) (Fellow of Royal College of Obstetricians and Gynaecologists), Royal Colleg...read more",,,,,"Pregnancy, Chromosomal Abnormality Screening, Pregnancy ProblemsNext ",12:00 PM,02:00 PM,Chennai
291,Dr. Aastha Gupta,Gynaecologist,14,"Advanced Infertility, Advanced Infertility, Diploma in Obstetrics & Gynaecology, MBBS",₹ 900,₹ 400,Delhi IVF & Fertility Center,Bengali Market,"Abortion, Pregnancy Query, InfertilityNext ",09:00 AM,06:00 PM,Chennai
292,Dr. Manju Aggarwal,Gynaecologist,32,"MBBS , DGO , FIMAS",₹ 800,₹ 500,Arihant Clinic,Delhi,"Sex Education, No Periods, Trying to ConceiveNext ",01:00 PM,04:00 PM,Chennai
293,Dr. Deepa Dureja,Gynaecologist,36,"MS - Obstetrics and Gynaecology, MBBS",₹ 700,₹ 600,Pulse Medical Centre,Greater Kailash,,12:00 PM,07:00 PM,Chennai
294,Dr. Priyata Lal,Gynaecologist,28,"FICOG, FICS, MS - Obstetrics and Gynaecology, DNB (Obstetrics and Gynecology), MBBS",₹ 600,,Shreeya Gynae Clinic,Delhi,"Gynae Problems, Termination Of Pregnancy, PregnancyNext ",06:00 PM,08:00 PM,Chennai
295,Dr. Shilpi Sachdev,Gynaecologist,25,"MBBS, DNB - Obstetrics & Gynecology, Diploma in Laparoscopy, Fellowship in Minimal Access Surgery",₹ 700,₹ 300,Dr. Shilpi Sachdev Clinic,Delhi,,11:00 AM,01:00 PM,Chennai
296,Dr. Anushka Madan,Gynaecologist,24,"MBBS, MS - Obstetrics and Gynaecology, Diploma In Ultrasound, Fellowship in Reproductive M...read more",,₹ 350,,,"Sex Education, No Periods, Irregular PeriodsNext ",09:30 AM,05:30 PM,Chennai
297,Dr. Soni Anand,Gynaecologist,25,"DGO, MBBS",₹ 700,₹ 500,Surya Clinic - Dr. Soni Anand,Rohini,"Sex Education, Irregular Periods, Trying to ConceiveNext ",11:00 AM,02:00 PM,Chennai
298,Dr. Ruchi Malhotra,Gynaecologist,32,"MBBS Bachelor of Medicine and Bachelor of Surgery, DNB - Obstetrics & Gynecology, DGO",₹ 500,₹ 500,FSIVF & Research Center,Azadpur,,10:00 AM,03:00 PM,Chennai
299,Dr. Uma,Gynaecologist,36,"MS- Gynaecology, MBBS",₹ 400,₹ 300,Mother Clinic,Naraina,"Sex Education, Pregnancy Query, Pregnancy",10:00 AM,12:00 PM,Chennai
300,Dr. Rashid Akhtar,Homeopathy,23,"MD - Homeopathy, BHMS",₹ 600,₹ 300,,,"Increase height, Body Weakness, DiabetesNext ",06:00 PM,08:00 PM,Chennai
301,Dr. Madhav Shyam  Nano Homeopathy Delhi,Homeopathy,33,"BHMS, MBAHCS, B.Sc. in Biology",₹ 300,₹ 300,Nano Homeopathy,Dwarka Sector 12,,04:00 PM,08:30 PM,Chennai
302,Dr. Mukesh Singh,Homeopathy,23,"B.H.M.S., Senior Homeopath Consultant",₹ 500,₹ 350,Mission Chronic Cure,Mayur Vihar,"Gaining Weight, Staying Healthy, Body WeaknessNext ",06:30 PM,09:00 PM,Chennai
303,Dr. Sanket Gupta,Homeopathy,15,"BHMS, MD-Homeopathy, PGPC -  Preventive Cardiology",,₹ 250,AKGs OVIHAMS MEDICAL CENTER For Homoeo - Psycho Cure N Care With Wellness ( Moti Bagh ),Satya Niketan,"Headaches, Body Weakness, Masturbation AddictionNext ",11:00 AM,02:00 PM,Chennai
304,Dr. Swati,Homeopathy,9,BHMS,₹ 500,₹ 500,Harmony Homoeo Heal,Dwarka Sector 23,Erection Problems,03:00 PM,07:00 PM,Chennai
305,Dr. Mrs Neeraj Gupta,Homeopathy,26,"BHMS, MD - Homeopathy, Certificate in Gynaecology & Obestric, Ph.D Homeopathy",₹ 500,₹ 500,Gupta Computerised Homoeopathic Clinic,Shakarpur,"Hair Loss Treatment, Hair Loss, Gynae Problems",11:00 AM,02:00 PM,Chennai
306,Dr. Prachi Goel,Homeopathy,15,"BHMS, MD, Diploma in Nutrition and Health Education (DNHE), CPY",₹ 500,₹ 300,Dr. Goel's Clinic,Delhi,"Hair Restoration, Hair Loss, Gynae ProblemsNext ",06:00 PM,08:00 PM,Chennai
307,Dr. Seema Bali,Homeopathy,39,"MD - Homeopathy, BHMS",₹ 0,₹ 100,Homeopathy Health Clinic,Patel Nagar,"Irregular Periods, Hemorrhoids, Gaining WeightNext ",10:00 AM,11:00 AM,Chennai
308,Dr. Nandini Sharma,Homeopathy,33,"BHMS, MD - Homeopathy, PhD",,₹ 300,Dr. Nandini Sharma's Clinic,New Delhi,"Irregular Periods, Black Spots on Skin, Acne/PimplesNext ",12:00 PM,03:00 PM,Chennai
309,Dr. Mani Sethi Sawhney,Homeopathy,35,BHMS,₹ 500,₹ 500,Dr. Mani's Homoeo Wellness - SBL Sponsored Clinic,Pitampura,"Increase height, Female Hair Loss, HeadachesNext ",12:00 PM,01:00 PM,Chennai
310,Dr. Hemant Kumar Mittal,Homeopathy,16,BHMS,₹ 800,₹ 500,Healing Touch Homoeopathy,Rohini,"Diabetes, Vomiting, HeadachesNext ",05:00 PM,09:00 PM,Chennai
311,Dr. (Prof) Ravpreet,Homeopathy,13,"BHMS, MD - Homeopathy",₹ 200,₹ 500,Health And You Homoeopathic Clinic,Delhi,"Acidity, Nausea, Blocked NoseNext ",06:00 PM,08:30 PM,Chennai
312,Dr. Rajeev Kumar,Homeopathy,30,"BHMS, MD- Oncology",,₹ 500,,,,11:00 AM,02:00 PM,Chennai
313,Dr. Sunil Kumar Dwivedi,Homeopathy,19,"BHMS, MD - Homeopathy",₹ 400,₹ 300,S.D Homoeopathy Multispeciality Clinic,Dwarka,,05:00 PM,09:00 PM,Chennai
314,Dr. A.K Gupta,Homeopathy,47,"MD (Homoeopathy), DHMS",₹ 700,₹ 500,AKGs OVIHAMS MEDICAL CENTER For Homoeo - Psycho Cure n Care With Wellness ( Rajouri Garden ),Rajouri Garden,,06:00 PM,08:00 PM,Chennai
315,Dr. Shaleen Khurana,Homeopathy,22,BHMS,₹ 300,₹ 300,Homeo Care Clinic,Paschim Vihar,,05:00 PM,06:30 PM,Chennai
316,Dr. Chhavi Bansal,Homeopathy,16,"Diploma in Diet and Nutrition, M.Sc - Psychology, BHMS, PG Hom (Lon)",₹ 700,₹ 600,Homeosure - Home of Homeopathy and Wellness,Raj Nagar,"Body Weakness, Difficulty Sleeping, Hair FallNext ",06:00 PM,08:00 PM,Chennai
317,Dr. Ranjana Gupta,Homeopathy,27,BHMS,₹ 500,₹ 700,Sanjeevni Homeo Clinic,Dwarka,"Irregular Periods, Weight Loss, Body WeaknessNext ",06:00 PM,08:00 PM,Chennai
318,Dr. Prof. Neeraj Pasricha,Homeopathy,42,"MD-Homeopathy, DHMS (Diploma in Homeopathic Medicine and Surgery), FCAHM",,₹ 300,Pasricha HomeoCare Clinic,Paschim Vihar,,06:30 PM,08:30 PM,Chennai
319,Dr. Dheeraj Wadhwa,Homeopathy,14,"BHMS, MD",₹ 300,₹ 300,Wadhwa Healing Touch Homoeopathic Clinics,Krishna Nagar,,11:00 AM,05:00 PM,Chennai
320,Dr. Mansi Arya,Homeopathy,18,"BHMS, C.S.D.(Skin Diseases), M.D.(Medicine), M.Sc. In Counselling & Psychotherapy",₹ 350,₹ 200,SBL Sponsored Homoeopathic Clinic (Shivalaya Wellness Centre),Malviya Nagar,"Body Weakness, Sugar, Greying Hair",12:00 PM,08:30 PM,Chennai
321,Dr. Bela Chaudhry,Homeopathy,36,"BHMS, MD - Homeopathy",,₹ 300,Dr. Bela Homeopathic Clinic,Punjabi Bagh,"Acne/Pimples, Body Weakness, Cold CoughNext ",04:00 PM,07:00 PM,Chennai
322,Dr. Mohit Gupta,Homeopathy,18,BHMS,₹ 300,₹ 300,SBL SPONSORED GUPTA HOMOEO CLINIC,Delhi,"Sinusitis, Heavy Periods, HemorrhoidsNext ",05:00 PM,09:00 PM,Chennai
323,Dr. Ravinder Kumar,Homeopathy,15,BHMS,₹ 200,₹ 200,Anand Homoeo Clinic,Dwarka,"Weight Management, Viral Fever Treatment, Hair FallNext ",09:30 AM,01:30 PM,Chennai
324,Dr. Suchindra Sachdeva,Homeopathy,36,BHMS,,₹ 200,Dr. Suchindra Sachdeva's Clinic,Sukhdev Vihar,"Constipation, Body Weakness, DiabetesNext ",10:00 AM,12:00 PM,Chennai
325,Dr. Jigyasa Wadhwa,Homeopathy,14,"BHMS, MD - Homeopathy",₹ 500,₹ 300,Wadhwa Healing Touch Homoeopathic Clinic,Krishna Nagar,,11:00 AM,02:00 PM,Chennai
326,Dr. Vishwajeet Singh,Homeopathy,19,BHMS,₹ 300,₹ 300,,,"Removal of Corns, Acidity",,,Chennai
327,Dr. Aditya Aggarwal,Homeopathy,14,"BHMS, MD - Homeopathy",₹ 500,₹ 300,Aditya Homeopathy Clinic,Patparganj,,05:00 PM,08:00 PM,Chennai
328,Dr. Harjot Kaur,Homeopathy,13,BHMS,₹ 200,₹ 180,,,"Body Weakness, Increase height, Sex Education",10:00 AM,05:00 PM,Chennai
329,Dr. Monika Maheshwari,Homeopathy,16,BHMS,₹ 500,₹ 200,Dr Monika Maheshwari,Delhi,"Foot Pain, Greying Hair, RashesNext ",04:30 PM,08:00 PM,Chennai
330,Dr. Jyoti Singh,Homeopathy,12,"BHMS, MA Psychology & Traning Counselling",₹ 900,₹ 300,Tamaria Clinic,Delhi,,10:00 AM,08:00 PM,Chennai
331,Dr. Sushil Bahl,Homeopathy,45,"DHMS, DI.HOM",₹ 250,₹ 500,Sushil Bahl Clinic,Paschim Vihar,"Weight Loss, Gaining Weight, AcidityNext ",10:00 AM,01:00 PM,Chennai
332,Dr. Josy Joy A,Homeopathy,26,BHMS,₹ 200,₹ 200,,,"Skin Care, Hair RestorationNext ",10:45 AM,07:30 PM,Chennai
333,Dr. Sandeep Sarao,Homeopathy,15,"BHMS, PG Hom (Lon)",₹ 650,₹ 400,Dr. Sarao's Homoeo CURE,Shakarpur,"Vertigo, Vertigo Treatment, Hair FallNext ",12:00 PM,03:00 PM,Chennai
334,Dr. Ankita Kakkar,Homeopathy,12,"BHMS, MA - Psychology",₹ 300,,₹ 1,999 onlineTattva Homeopathy And Skin Clinic,,02:00 PM,08:00 PM,Chennai
335,Dr. Saurav Arora,Homeopathy,18,"BHMS, MD - Homeopathy",₹ 400,,₹ 1,000 onlineArora's Homeopathic Clinic,"Glowing Skin, Acne/PimplesNext ",05:00 PM,08:00 PM,Chennai
336,Dr. Ashish Shanker,Homeopathy,29,BHMS,₹ 100,₹ 150,Shanker's Homoeopathic centre For Immunity care,West Enclave,,06:00 PM,09:30 PM,Chennai
337,Dr. Sanjeev K Kohli,Homeopathy,37,"BHMS, MD - Homeopathy",₹ 300,₹ 500,Sach Sanjivani Homoeo Clinc,Moti Nagar,,11:00 AM,01:00 PM,Chennai
338,Dr. Devesh Takkar,Homeopathy,16,BHMS,₹ 500,₹ 500,Dev Homoeopathic Clinic,Delhi,,06:00 PM,08:00 PM,Chennai
339,Dr. Shrey Bharal,Homeopathy,11,BHMS,₹ 300,₹ 250,Dr Shrey Bharal (Bharal's Homeopathy),Malviya Nagar,"Headaches, Difficulty Sleeping, Back Pain",09:30 AM,12:30 PM,Chennai
340,Dr. Kamal Puri,Homeopathy,28,MD Homeopathy,,₹ 300,,,"Acidity, Acidity TreatmentNext ",11:00 AM,01:00 PM,Chennai
341,Dr. Shashi Gupta,Homeopathy,25,"MD-Homeopathy, BHMS",₹ 400,₹ 700,Titiksha Homeo Clinic,Janakpuri,Constipation,10:00 AM,01:00 PM,Chennai
342,Dr. Renu Madan,Homeopathy,33,BHMS,,₹ 800,Homoeopathic Centre,Hauz Khas,,05:00 PM,07:00 PM,Chennai
343,Dr. Jaslin Kaur Oberoi,Homeopathy,13,MD - Homeopathy,₹ 450,₹ 300,OBEROI'S HOMOEOPATHIC CLINIC,Tilak nagar,,06:00 PM,08:00 PM,Chennai
344,Dr. Aastha  Pathak,Homeopathy,6,BHMS,₹ 500,₹ 300,,,,08:00 AM,10:30 PM,Chennai
345,Homoeocare Clinics,Homeopathy,,,,₹ 300,HomoeoCARE (Delhi),Green Park,,10:00 AM,08:00 PM,Chennai
346,Dr. Bharti Bhutani,Homeopathy,29,BHMS,₹ 300,₹ 500,Dr. Bharti's Homeopathic Clinic,Lajpat Nagar,,11:30 AM,02:00 PM,Chennai
347,Dr. Varun Kanwadia,Homeopathy,13,BHMS,₹ 250,₹ 250,Cure Homeopathic Clinic,Rohini,,10:30 AM,02:00 PM,Chennai
348,Dr. Sumit Mukerji,Homeopathy,34,"MD - Homeopathy, Doctor of Homeopathic Medicine (H.M.D., BHMS",,,,,"Fatigue, HeadachesNext ",05:00 PM,08:00 PM,Chennai
349,Dr. Geeta Arora,Homeopathy,21,B.H.M.S,,₹ 300,Heal With Homeopathy,Kalkaji,,10:30 AM,02:00 PM,Chennai
350,Dr. Pooja Anand Sharma,Psychologist,20,"Ph.D - Psychology, M.Sc. - Counselling and Psychotherapy, M.A - Psychology, Certificate in...read more",,,,,"Counselling and Stress Management, Behaviour and Thought Problems, Adult CounsellingNext ",11:30 AM,06:00 PM,Chennai
351,Dr. Vikas Khanna,Psychologist,24,"BDS, Certification In Hypnotherapy, Certification In N.L.P, Certification In Gene & Behavi...read more",,₹ 400,Dr. Vikas Khanna's Counseling & Hypnotherapy Clinic - Rajouri Garden,Rajouri Garden,"Depression, Depression, Anxiety",09:30 AM,05:30 PM,Chennai
352,Dr. Nisha Khanna,Psychologist,24,Ph. D - Psychology,,,,,"Depression, Smoking, Anger Management",11:00 AM,07:00 PM,Chennai
353,"Dr. Sajeela Maini (Quit Smoking, De-addiction & Mental Health Expert)",Psychologist,30,"PhD - Health Psychology, MBA (HR)",,,,,,02:00 PM,04:00 PM,Chennai
354,Dr. Arti Anand,Psychologist,30,"M.Phil - Psychology, PhD Psychology , MA Psychology & Traning Counselling",,₹ 500,East West Medical Centre,Golf Link,Behaviour and Thought ProblemsNext ,02:00 PM,04:00 PM,Chennai
355,Dr. Aradhana Sharma,Psychologist,33,"B.A. Psychology, M.A. Psychology, Ph. D - Psychology",,₹ 700,Anubhuti Clinic,Pitampura,"Depression, Mood Disorder Treatment, Stress TreatmentNext ",11:00 AM,04:30 PM,Chennai
356,Ms. Rachna Mishra,Psychologist,12,"M.A.(H)Psychology, PG Diploma in Child Guidance and Family Therapy",,₹ 600,,,"Anger Management, Abnormal Behavior, Abnormal Behavior Treatment",,,Chennai
357,Dr. G B Singh,Psychologist,33,"Consultant Dyslexia, Autism & Child Psychologist. Consultant Clinical & Mental Health Psyc...read more",,,,,"Dyslexia, Behaviour and Thought Problems, Counselling and Stress ManagementNext ",10:00 AM,06:00 PM,Chennai
358,Dr. (Prof) R K Suri,Psychologist,40,"Ph.D - Psychology, PGD in Sexual & Reproductive Counselling, M PHIL (Clinical Psychology),...read more",,,,,"Behaviour and Thought Problems, Anger Management, AnxietyNext ",02:00 PM,06:00 PM,Chennai
359,Ms. Shivani Misri Sadhoo,Psychologist,24,Post graduate in counselling psychology,,,,,Sex Addiction Counselling,08:00 AM,12:30 PM,Chennai
360,Dr. Prabhjeet Singh Narula,Psychologist,11,"Doctor of Philosophy (PhD), MA - Psychology, Diploma In Psychology & Counseling",,,,,,03:30 PM,07:30 PM,Chennai
361,Dr. Anu Gehlot,Psychologist,12,"M.Phil - Psychology, Masters In Psychology, BA- Psychology",,₹ 600,Monga Medical Centre,Krishna Nagar,,10:30 AM,02:00 PM,Chennai
362,Dr. Upasana Chaddha Vij,Psychologist,14,"MA - Psychology, PhD Psychology",,₹ 300,Mindscape Centre for Counselling & Psychological Well-Being,Malviya Nagar,,10:30 AM,02:00 PM,Chennai
363,Ms. Tanya Jawa,Psychologist,12,"M.Phil Clinical Psychology, M.A.(H)Psychology, B.A.(H)Psychology",₹ 800,₹ 350,Max Super Speciality Hospital,Vaishali,,10:00 AM,07:00 PM,Chennai
364,Dr. Bhavna Barmi,Psychologist,27,"M.Phil - Clinical Psychology, PhD - Psychiatry",,₹ 350,PsyCare,Jasola,,10:00 AM,07:00 PM,Chennai
365,Dr. Kriti Vyas,Psychologist,16,"PhD - Psychology, Advanced Diploma Child Guidance & Counselling, M.Sc Applied Psychology, ...read more",₹ 500,₹ 350,Innocent Steps,Delhi,"Counselling and Stress Management, Abnormal Behavior, Behaviour and Thought ProblemsNext ",11:00 AM,02:00 PM,Chennai
366,Ms. Jagriti Sharma,Psychologist,15,"M.Phil - Psychology, Post Graduate Diploma In Rehabilitation Psychology, Advanced Certific...read more",,,,,"Adult Counselling, Obsessive Compulsive Disorder TreatmentNext ",11:00 AM,02:00 PM,Chennai
367,Dr. Priti Srivastava,Psychologist,36,"PGDCA, BA-Psychology, MA-Psychology, Phd Understanding Mental Retardation",,₹ 600,Genesis Neurogen,Karkardooma,,01:00 PM,07:00 PM,Chennai
368,Dr. Sunil Kumar Sharma,Psychologist,30,"M.F.Hom., MBBS, MS - Counselling and Psychotherapy",,₹ 500,Ethos Healthcare Multi Speciality Holistic Health Clinic,Green Park,,10:00 AM,01:00 PM,Chennai
369,Dr. Sarika Boora,Psychologist,17,"Psychology, PhD - Neuropsychology, PGDGC, PGDRP",,,,,,02:00 PM,06:00 PM,Chennai
370,Dr. Owais Akram Farooqui,Psychologist,22,"PGDCP, M.Phil - Clinical Psychology, PhD",,,,,,02:30 PM,05:30 PM,Chennai
371,Dr. R.Manoj Raghavan,Psychologist,26,"M.Phil clinical Psychology, MS Psychotherapy and Counseling, PGDGC, MSc Psychology",,,,,"Adult Counselling, Abnormal Behavior, Sex Addiction Counselling",04:00 PM,09:00 PM,Chennai
372,Dr. Rajpal Kaushik,Psychologist,20,"PGDRP, MPhil, PGDGC",₹ 700,₹ 500,Nobel Medicare centre,Janakpuri,"Depression, Anger Management, Anxiety and DepressionNext ",04:00 PM,07:00 PM,Chennai
373,Dr. Deepali Batra,Psychologist,21,"M.Phil - Clinical Psychology, M.A.- Clinical Psychology",,,,,"Sex Addiction Counselling, Depression, Stress Treatment",11:00 AM,08:00 PM,Chennai
374,Dr. Meeta Sharma,Psychologist,15,"M.Sc- Psychology, Masters In Clinical Psychology, M.Sc Counselling Psychology",,,,,,01:45 PM,07:00 PM,Chennai
375,Ms. Astha Nagpal,Psychologist,10,M.Phil - Psychology,₹ 200,,₹ 1,200 onlineDaffodils - Centre for Counseling and Psychotherapy,,05:00 PM,06:00 PM,Chennai
376,Ms. Mala Vohra Khanna,Psychologist,9,M.Phil In Clinic Psychology,₹ 800,₹ 300,Raj Psychological Services,Shahdara,,10:00 AM,08:00 PM,Chennai
377,Dr. Girija Sharma,Psychologist,13,"MA - Psychology, M.Phil - Psychology",,₹ 350,Spadent Hospital,New Delhi,,11:00 AM,06:00 PM,Chennai
378,Ms. Monica Sharma,Psychologist,13,"M.Sc - Applied Psychology, Post Graduate Diploma In Guidance and Couselling, PGD in Rehabi...read more",,₹ 400,Phonix Intervention Centre,Rohini,,02:00 PM,09:00 PM,Chennai
379,Dr. A.K. Srivastava,Psychologist,17,PG sciences Delhi,,₹ 900,,,,09:00 AM,07:00 PM,Chennai
380,Dr. Priya Jha,Psychologist,40,"PG Diploma In Clinical Training, Psychology, MA - Psychology, BA - Psychology",,₹ 300,Lifecare Clinic,Greater Kailash,"Anxiety, Depression, Counselling and Stress ManagementNext ",05:30 PM,07:30 PM,Chennai
381,Mr. Bharat Sehrawat,Psychologist,5,"MA Psychology, PGDCFT, PGDRP",,₹ 400,Healing Mind Clinic,Dwarka Sector 7,,11:00 AM,07:00 PM,Chennai
382,Dr. Taruna Wadhwa Chawla,Psychologist,13,"MA - Psychology, PhD - Psychology",,₹ 350,PsyCare,Jasola,,04:00 PM,06:00 PM,Chennai
383,Dr. Puneet Jain,Psychologist,28,MA Psychology,,,,,,10:30 AM,06:00 PM,Chennai
384,Mrs. Neha Gupta,Psychologist,18,,,₹ 300,Lok Clinic,Janakpuri,,05:00 PM,07:00 PM,Chennai
385,Dr. Lovleen Kaur,Psychologist,18,"M PHIL (Clinical Psychology), PhD Psychology",,,,,,09:30 AM,11:30 AM,Chennai
386,Ms. Tulika Chandra,Psychologist,24,"Advanced Diploma Child Guidance & Counselling, M.Sc - Psychology, BA(Hons.) Applied Psycho...read more",,,,,,03:00 PM,06:45 PM,Chennai
387,Ms. Jyoti Shukla,Psychologist,7,"post graduate Diploma - Guidance & Councelling, MS Psychology",,₹ 700,Center For Counseling,Delhi,,09:00 AM,09:30 PM,Chennai
388,Dr. Ashita Mahendru,Psychologist,,,,,,,,02:00 PM,08:00 PM,Chennai
389,Dr. Shruti Jain,Psychologist,27,"Phd - Psychology, MA- Psychology, BA Hons.Psychology",,₹ 350,Life Coach Dr. Shruti Jain Clinic,Ashok Vihar,,05:00 PM,08:00 PM,Chennai
390,Mrs. Urvashi Bisht,Psychologist,8,"MA in Applied Psychology - Specialisation in  Clinical Psychology, BA (Honours) - Psychology",,₹ 900,TrueBlueCompanion,Delhi,,06:00 PM,10:00 PM,Chennai
391,Ms. Vidhi Sethi,Psychologist,10,"Masters in Psychology - Clinical and Abnormal, Psychology",,₹ 500,Healing and Relieve,Sector-31,,11:00 AM,05:00 PM,Chennai
392,Mrs. Sarita Shukla,Psychologist,24,"Mphil In Psychology, Diploma In Child Guidance & Counselling, MSc - Applied Psychology, Bs...read more",,₹ 300,Spring and Summer Counselling,Delhi Cantoment,,08:00 AM,02:00 PM,Chennai
393,Ms. Neelam Mishra,Psychologist,12,"Post Graduate in Rehabilitation Psychology, MA Clinical Psychology, BA Applied Psychology",,,,,,11:00 AM,04:00 PM,Chennai
394,Dr. Nikita Virlley,Psychologist,8,M.Sc - Clinical Psychology,,₹ 350,PsyCare,Jasola,,12:00 PM,07:00 PM,Chennai
395,Dr. S K Sharma,Psychologist,,,,₹ 500,Dr Sunil Sharma Clinic,Green Park,,10:00 AM,01:00 PM,Chennai
