,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Recently Consulted for,Available From,Available Till,City
279,Dr. Sunita Tandulwadkar,Gynaecologist,38,"MD - Obstetrics & Gynaecology, FICS (Gynae Endoscopy), MBBS",,,,,,10:00 AM,08:30 PM,Pune
280,Dr. Manisha Munemane,Gynaecologist,30,"MBBS, MD - Obstetrics & Gynaecology, Diploma In Advanced Gynecological Endoscopy",₹ 500,₹ 350,,,,10:00 AM,02:00 PM,Pune
281,Dr. Mukta Rayate,Gynaecologist,25,"MBBS, Diploma in Endoscopy, MD - Obstetrics & Gynaecology",₹ 600,,Rayate Clinic,Karve Road,,06:00 PM,08:00 PM,Pune
282,Dr. Swatika Kumari,Gynaecologist,22,"MBBS, Diploma in Obstetrics & Gynaecology, DNB (Obstetrics and Gynecology), Fellow in laproscopy",₹ 400,₹ 300,Lady care clinic,Pune,,05:00 PM,09:00 PM,Pune
283,Dr. (Mrs) Tinku Goel,Gynaecologist,21,MS - Obstetrics and Gynaecology,₹ 250,,Pratik Clinic,Model colony,,11:00 AM,12:30 PM,Pune
284,Dr. Rajesh Kokare,Gynaecologist,28,"MBBS, DGO",₹ 300,,D B Kokare Memorial Hospital And IVF Center,Baramati,,10:00 AM,03:00 PM,Pune
285,Dr. Lakshmi Swetha Karlapudi,Gynaecologist,13,"MBBS, DNB - Obstetrics & Gynecology",₹ 400,,Sanjeevani Hospital,Hadapsar,,12:00 PM,02:00 PM,Pune
286,Dr. Umamaheshwari Nilange,Gynaecologist,14,"MBBS, MS - Obstetrics and Gynaecology",₹ 500,₹ 400,Srujan Clinic,Wakad,,10:00 AM,12:30 PM,Pune
287,Dr. Shilpa Chitnis Joshi,Gynaecologist,29,"MBBS, DGO- Obstetrtics & Gynaecology",₹ 500,₹ 500,Shilpa Chitnis Joshi Clinic,Paud Road,,06:30 PM,08:30 PM,Pune
288,Dr. Nikhil Mahadar,Gynaecologist,11,Masters of Surgery Obstetrics & Gynaecology,₹ 300,₹ 350,Srushti Women's Care Clinic,Wakad,,11:30 AM,04:00 PM,Pune
289,Dr. Asha  Niranjan Ghokhale,Gynaecologist,33,"MBBS, MD - Obstetrtics & Gynaecology, DNB (Obstetrics and Gynecology)",,,,,,07:00 PM,09:00 PM,Pune
290,Dr. Mohita Goyal,Gynaecologist,24,"MBBS, DGO",₹ 600,,Mohita Poly Clinic,Viman Nagar,,10:00 AM,11:00 AM,Pune
291,Dr. Nitin Sangamnerkar,Gynaecologist,33,"MBBS, MD - Obstetrics & Gynaecology",,,,,"Pregnancy Query, Pregnancy Symptoms, Trying to ConceiveNext ",10:00 AM,01:00 PM,Pune
292,Dr. Usha Subrahmanyam,Gynaecologist,34,"MBBS, DGO",₹ 700,,Dr. Usha Subramaniam's Gynaecology & Infertility Clinic,Bopodi,,06:00 PM,08:00 PM,Pune
293,Oasis Fertility,Gynaecologist,,,₹ 700,,,,,09:00 AM,05:00 PM,Pune
294,Dr. Amol Lunkad,Gynaecologist,20,"MBBS, MD - Obstetrtics & Gynaecology",₹ 500,₹ 300,Indira IVF - Pune,Viman Nagar,,09:00 AM,06:00 PM,Pune
295,Dr. Sachin Bhosale,Gynaecologist,17,DNB (Obstetrics and Gynecology),₹ 250,₹ 300,,,,,,Pune
296,Dr. Anil Chittake,Gynaecologist,29,"MBBS, DNB - Obstetrics & Gynecology, DGO",₹ 700,₹ 400,Embrio IVF Centre,Baner,,03:00 PM,05:00 PM,Pune
297,Dr. Jagrati Laad,Gynaecologist,25,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Infertility",₹ 0,,Wombs Fertility And Reproductive Health Clinic,Baner,,07:00 AM,01:00 PM,Pune
298,Dr. Deepali Chinchole,Gynaecologist,24,"Certified IVF Specialist, MD - Obstetrtics & Gynaecology",₹ 700,,Sant Dnyaneshwar Hospital,Pune,,10:00 AM,06:00 PM,Pune
299,Dr. Swati Landge,Gynaecologist,24,"MBBS, DGO",₹ 400,,Kalyani Clinic,Mundhwa Road,,06:30 PM,08:30 PM,Pune
300,Dr. Tanmay Palsule,Homeopathy,17,"MD - Homeopathy, BHMS",₹ 400,₹ 400,Dr. Palsule Homoeopathic Consultancy,Chinchwad,"Staying Healthy, Masturbation Addiction, Penile DisordersNext ",05:00 PM,08:30 PM,Pune
301,Dr. Rupesh Waphekar,Homeopathy,13,"MD Homoeopathy, Post Graduation Homoeopathy, London, DIACH, BHMS",₹ 500,₹ 450,,,,07:00 AM,05:00 PM,Pune
302,Dr. Vaseem Choudhary,Homeopathy,15,"BHMS, MD - Homeopathy, Post Graduate Diploma in Cosmetic Dermatology (PGDCD)",₹ 300,₹ 300,Homeo Care Clinic,Hadapsar,,10:00 AM,06:00 PM,Pune
303,Dr. Ashwini Indulkar,Homeopathy,19,"Diploma In Cosmetology, Trichology & Skin Aesthetics, B.H.M.S, PG Diploma In Clinical Cosm...read more",₹ 500,₹ 300,Dr Ashwini Indulkar's REVHIVE Clinic,Kalyani Nagar,,06:30 PM,08:00 PM,Pune
304,Dr. Geeta Pawar,Homeopathy,20,"BHMS, MD - Homeopathy",₹ 500,₹ 300,Dr Geeta's Homoeopathy Health Restoration Center.,Viman Nagar,,09:30 AM,02:00 PM,Pune
305,Dr. Shriganesh Diliprao Deshmukh,Homeopathy,17,"International Academy of Classical Homeopathy, BHMS",₹ 300,₹ 90,Nirmal Homeopathic Clinic,Pimple Gurav,"Sex Education, Weight Loss, Erectile Dysfunction",11:00 AM,05:00 PM,Pune
306,Dr. Shailesh Doshi,Homeopathy,24,"BHMS, CCH, CGO, PGNAHI",₹ 500,,HomeoCure Homeopathy Clinic,Tilak Road,Pimples TreatmentNext ,03:00 PM,08:00 PM,Pune
307,Dr. Roopali Patil,Homeopathy,22,BHMS,₹ 300,₹ 350,THE MED'S INN,Kondhwa,"Difficulty Sleeping, Headaches, CancerNext ",10:00 AM,01:00 PM,Pune
308,Dr. Aashish Prakash Dwivedi,Homeopathy,12,"Managing Director, MCH, BHMS",₹ 300,₹ 300,Dr. Dwivedi's Infinity homoeopathy and healthcare,Lohegaon,Acidity,10:00 AM,12:00 PM,Pune
309,Dr. Shwetambari Chothe,Homeopathy,12,"Diploma in Emergency Medicine, MD - Homeopathy, BHMS",,₹ 500,Swasti Homoeopathic clinic,Pune,"Hair Loss, Hair Growth, Gaining WeightNext ",11:00 AM,06:00 PM,Pune
310,Dr. Anita Bafana,Homeopathy,34,BHMS,₹ 500,₹ 200,Dr Anita's Acupuncture & Acupressure Clinic,Senapati Bapat Road,"Acne/Pimples, Weight Loss, Sex Education",11:00 AM,03:00 PM,Pune
311,Dr. Anshita Singh Rathore,Homeopathy,18,"BHMS, MD - Homeopathy",₹ 400,₹ 200,Dr. Rathore's Homeopathy Clinic,Wakad,"Erectile Dysfunction, Neck PainNext ",10:00 AM,12:00 PM,Pune
312,Dr. Tanvi Joshi,Homeopathy,24,B.H. M. S.,₹ 200,₹ 350,Shri Swami Samarth Homoeopathic Clinic,Dhayari,"Acne/Pimples, Hair Loss, Body WeaknessNext ",11:00 AM,02:00 PM,Pune
313,Dr. Harshad Kadam,Homeopathy,13,MD - Homeopathy,₹ 500,₹ 300,VISHWAS HOMOEOPATHIC CLINIC,Hadapsar,,,,Pune
314,Dr. Mamta Gupta,Homeopathy,27,BHMS,₹ 500,₹ 200,Homoeo Clinic,Pashan Sus Road,"Gallstones, Skin Infections, Acne TreatmentNext ",10:00 AM,01:00 PM,Pune
315,Dr. Anuja Mathkari,Homeopathy,22,"MD - Alternate Medicine, BHMS",₹ 500,₹ 300,Dr. Anuja's Homoeopathic & Acupressure Clinic,Dhanori,,11:15 AM,01:30 PM,Pune
316,Dr. Josy Joy A,Homeopathy,26,BHMS,₹ 200,₹ 200,,,"Skin Care, Hair RestorationNext ",11:15 AM,07:45 PM,Pune
317,Dr. Amruta Bakshi,Homeopathy,15,"BHMS, MD - Homeopathy",₹ 250,₹ 200,Dr.Amruta's Homoeopathy World - Homoeopathic Clinic,Tingre Nagar,,10:00 AM,12:00 PM,Pune
318,Dr. Ashish Ghate,Homeopathy,17,BHMS,₹ 200,₹ 200,Dr Ashish Ghate Homoeopathic Clinic,Pune,"Chickenpox, Gastric Problem, Chickenpox Treatment  Next ",10:00 AM,09:00 PM,Pune
319,Dr. Yogesh Kankariya,Homeopathy,15,BHMS,₹ 300,₹ 500,Dr. Kankariya's Homoeopathic Clinic,Pune,,05:00 PM,09:00 PM,Pune
320,Dr. Smita Patil,Homeopathy,17,"BHMS, Diploma In Diet & Nutrition For Obesity Management, Certificate Cource in Cosmetolog...read more",₹ 0,₹ 300,Peachtree Beauty,Hair & Slimming Clinic,,05:30 PM,08:00 PM,Pune
321,Dr. Smita Joshi,Homeopathy,27,"BHMS, MD - Homeopathy, MA - Clinical Psychology",₹ 850,,Ayush Homeopathy Clinic,Paud Road,"Marriage Counselling, Anxiety and Depression, Panic",05:30 PM,08:30 PM,Pune
322,Dr. Sonali Khomane,Homeopathy,14,"BHMS, DEMS",,₹ 500,Om Healing Arts,Baramati,"Weight Loss, Erectile Dysfunction, Premature Ejaculation",,,Pune
323,Dr. Swati P Kulkarni,Homeopathy,32,BHMS,₹ 500,₹ 500,Dr. Swati Kulkarni's Clinic,Aundh,,05:00 PM,08:30 PM,Pune
324,Nirmal Health Care,Homeopathy,,,₹ 300,₹ 350,Nirmal Health Care,Shukrawar peth,,10:00 AM,05:00 PM,Pune
325,Dr. Mahesh Jadhav,Homeopathy,20,"BHMS, M.D.(Bio)",₹ 800,₹ 200,Rudraksha Advanced Homoeopathic Clinics,Pimple Gurav,,10:30 AM,01:30 PM,Pune
326,Dr. Malojiraje V.Tanpure,Homeopathy,18,MD - Homeopathy,,₹ 300,Tanpure Homoeopathic Centre,Hadapsar,,06:00 PM,08:00 PM,Pune
327,Dr. Shailesh Sancheti,Homeopathy,18,"MD - Homeopathy, BHMS",₹ 700,₹ 300,Dr.Shailesh Sancheti Advance Homeopathic Clinic,Purandar,,06:00 PM,08:30 PM,Pune
328,Dr. Geeta. N. Parwani,Homeopathy,26,"MD - Homeopathy, BHMS",₹ 800,₹ 300,Healing touch milti speciality clinic,Pune,Weight LossNext ,12:00 PM,09:00 PM,Pune
329,Life Force Homeopathy,Homeopathy,39,BHMS,,₹ 500,,,,10:00 AM,06:00 PM,Pune
330,Dr. Aditi Nihar Kalghatgi ( Gaud),Homeopathy,19,BHMS,₹ 500,,draditis homoeo clinic,Erandwane,"Migraine, Knee Pain, Pimples TreatmentNext ",04:00 PM,08:30 PM,Pune
331,Dr. Bhavna Gaikar,Homeopathy,16,BHMS,₹ 500,₹ 250,the heart clinicr,Sadashiv peth,,05:00 PM,09:00 AM,Pune
332,Dr. Harshita Gupta,Homeopathy,8,BHMS,₹ 500,₹ 550,arsn healthcare clinic,Pune,,06:00 PM,09:00 PM,Pune
333,Dr. Asmani Bhave,Homeopathy,8,Homeopath Cosmetologist..Nutritionist,₹ 300,₹ 200,Dr Asmani Bhave Homeopathic and Cosmotology Cilnic,Shivaji Nagar,,06:30 PM,08:30 PM,Pune
334,Dr. Sachin Thakur,Homeopathy,23,"MD-Homeopathy, BHMS",₹ 500,₹ 350,Dr Thakur's Homoeopathy,Karve Road,Weight Management,10:00 AM,02:00 PM,Pune
335,Dr. Neha S Vasishth,Homeopathy,19,"BHMS, Health Care Management",₹ 500,₹ 250,DH Homeopathic Health Centre,Kalyani Nagar,"Gaining Weight, Hair Loss, AcidityNext ",05:00 PM,08:00 PM,Pune
336,Dr. Namrata Anand,Homeopathy,24,"BHMS, PG In Clinical Nutrition & Dietetics, DNHE",₹ 300,₹ 250,Pulsetila Health Clinic,Pimple Saudagar,,11:00 AM,01:30 PM,Pune
337,Dr. Sarika Doshi,Homeopathy,22,"BHMS, PGNAHI",₹ 500,,HomeoCure™ Homeopathy Clinic,Sadashiv peth,"Vitiligo, VertigoNext ",11:30 AM,12:30 PM,Pune
338,Dr. Nidhi Pandya,Homeopathy,17,"BHMS, MD - Homeopathy, CGO",,,,,,10:00 AM,01:00 PM,Pune
339,Dr. Pravin Dhole,Homeopathy,38,DHMS (Diploma in Homeopathic Medicine and Surgery),,,,,,11:00 AM,04:30 PM,Pune
340,Dr. Vidyasagar Umalkar,Homeopathy,41,DHMS,,₹ 300,,,"Prevention of Blockage Post Angioplasty Stent Surgery, Slimming, Painful PeriodsNext ",10:30 AM,02:00 PM,Pune
341,Dr. Kavita Dhamale,Homeopathy,23,"MD -Homeopathy, BHMS, Certificate Course In Child Counseling & Parenting, P.G. Diploma in ...read more",₹ 600,₹ 300,Homoeopathic Health Care Centre,Bibwewadi,,11:00 AM,02:00 PM,Pune
342,Dr. Ambrish Panjabrao Uke,Homeopathy,14,"BHMS, MD - Homeopathy",₹ 500,₹ 300,The Sanjeevvani Classical Homoeopathy,Pune,,10:30 AM,02:00 PM,Pune
343,Dr. Pradeep C Sethiya,Homeopathy,39,"MD - Homeopathy , BHMS",,,,,,04:00 PM,07:00 PM,Pune
344,Dr. Rajshree Pokharna,Homeopathy,35,BHMS,₹ 500,₹ 300,Rohan Clinic,Kharadi,,07:00 AM,08:00 PM,Pune
345,Mrs. Ramya Bandreddi,Homeopathy,6,BHMS,₹ 150,₹ 100,Dr Ramya Homeopathy  Consultation,Dhanori,,09:00 AM,06:00 PM,Pune
346,Dr. Shital Somwanshi Bankar,Homeopathy,,,₹ 400,₹ 300,Dr. Shital's Homeopathy Clinic,Pune,,06:00 PM,09:00 PM,Pune
347,Dr. Sharda,Homeopathy,19,MD - Homeopathy,,,,,InsomniaNext ,05:00 PM,09:00 PM,Pune
348,Dr. Kalyani Badwaik,Homeopathy,13,"BHMS, M.D.",₹ 600,₹ 400,Vivekananda Sadhanalay Homeopathic Clinic,Wakad,"Hair Fall, Hair Loss, Numbness",11:15 AM,11:00 PM,Pune
349,Dr. Priya Gautam,Homeopathy,14,"BHMS, MD - Homeopathy",₹ 350,₹ 350,Cure Plus Care Clinic,Wagholi,,05:30 PM,08:30 PM,Pune
350,Dr. Vivek S,Psychologist,18,"Ph.D - Psychotherapy & Counselling, P.G. Diploma in Counseling & Guidance, P.G. Diploma in...read more",,₹ 300,Purl Wellness,Baner-Pashan Link Road,,10:00 AM,08:30 PM,Pune
351,Ms. Pallavi Patankar,Psychologist,20,"Master of Clinical Psychology, Post Graduate Diploma in Psychological Counselling",,₹ 900,Manovedh Psychological Counselling Center,Kalewadi,"Behaviour and Thought Problems, Psychotherapy, DepressionNext ",11:00 AM,12:30 PM,Pune
352,Dr. Archana Narwani,Psychologist,12,Masters In Clinical Psychology,,,,,"Depression, Adult Counselling, Sex Addiction Counselling",11:00 AM,08:00 PM,Pune
353,Mrs. Swati Sarkar,Psychologist,30,"PGDVGCC, MS Psychology, BS Psychology",,₹ 500,Life Enrichment Center,Pune,"Counselling and Stress Management, Anger Management, Parenting Issues and DoubtsNext ",11:00 AM,02:00 PM,Pune
354,Dr. Ruchi Rana,Psychologist,14,Ma Clinical Psychology,₹ 500,₹ 349,Moolani Clinic,MG Road,,04:30 PM,07:00 PM,Pune
355,Ms. Mansi Sattikar,Psychologist,19,"MA In Clinical Psychology, PGDCP , Certified NLP Practioner, CERTIFICATION IN BACH FLOWER ...read more",,₹ 500,Sai shraddha Multispeciality hospital,Lohegaon,"Depression, Stress Treatment, Mood Disorder Treatment",10:00 AM,06:00 PM,Pune
356,Dr. Patil S D,Psychologist,36,"M.A. Psychology, PHD",₹ 900,₹ 900,Hypnotherapy Clinic,Pimpri Chinchwad,"Counselling and Stress Management, Adult Counselling, Behaviour and Thought Problems",09:00 AM,09:00 PM,Pune
357,Dr. Sukanya Biswas,Psychologist,12,"Masters in Clinical Psychology & Certified Cognitive Behaviour Therapy Practioner, Certifi...read more",₹ 700,₹ 500,Ignited Minds,Pune,"Depression, Smoking, OCD",08:00 AM,01:00 PM,Pune
358,Ms. Sheetal Agrawal,Psychologist,17,"Post Graduate Diploma in Counselling, MA In Clinical Psychology",,₹ 300,Sheetal Agrawal,Dhanori,Stress Treatment,09:30 AM,08:30 PM,Pune
359,Ms. Chayya Palan,Psychologist,11,"Masters in Clinical Psycology, Post graduate diploma in Counselling Psychology",,,,,,02:00 PM,04:00 PM,Pune
360,Dr. Dipti Kapare,Psychologist,19,"BAMS, MSC In Counselling, Certificate of Pranic Psychotherapy Course, Diploma in Counselli...read more",,,,,,06:00 PM,08:30 PM,Pune
361,Dr. Varsha Choudhari,Psychologist,19,"BHMS, MA - Psychology",,,,,,09:00 AM,01:00 PM,Pune
362,Mr. Gopal Bhagat,Psychologist,11,"PG Psychology, PgD Clinical & Counseling Psychology",,,,,,08:00 AM,11:00 PM,Pune
363,Mrs. Swarna Lata,Psychologist,25,"Diploma in Relationship Counselling, Diploma in Positive Psychology, Certificate in Counse...read more",₹ 700,₹ 500,Dr. Rahul`s Dental Hospital & Poly Clinic,Pune,,09:45 AM,12:30 PM,Pune
364,Dr. Vineeta Kumar,Psychologist,24,"Ph. D - Psychology, M.Sc - Psychology",,₹ 600,Rise and shine,Pune,,06:00 PM,09:00 PM,Pune
365,Ms. Vibha Deshpande,Psychologist,22,M.Sc - Applied Psychology,,,,,,03:00 PM,08:00 PM,Pune
366,Ms. Karuna P Bhatia,Psychologist,16,"Masters in Psychotherapy and Counselling, Certified Clinical Hypnotherapist",,,,,,09:00 AM,08:30 PM,Pune
367,Mr. Amit Joshi,Psychologist,25,MA in Clinical Psychology,₹ 800,,₹ 1,000 onlineCounselling Clinic,,03:30 PM,08:00 PM,Pune
368,Dr. Sabir Hasan Farooqui,Psychologist,26,"M.Sc - Biotechnology , B.Sc Biochemistry, B.Sc (Microbiology), PhD",,,,,,05:00 PM,09:00 PM,Pune
369,Ms. Rohini Bhosale,Psychologist,11,Master in psychology,,₹ 800,Rohini clinic,Vishrantwadi,,09:00 AM,09:00 PM,Pune
370,Ms. Aishwarya Kalra,Psychologist,6,"M A Clinical Psychology, B.A. Psychology",,,,,,02:00 PM,08:00 PM,Pune
371,Dr. Dipti Sachin Panhalkar,Psychologist,20,MA,₹ 550,₹ 600,MIND SPA ( PSYCHOLOGY Counseling and Mind Coaching),Warje,,12:00 PM,03:00 PM,Pune
372,Dr. Bharati Rajguru,Psychologist,,,₹ 400,,Pathfinder Clinic,Magarpatta,,11:00 AM,01:00 PM,Pune
373,Ms. Tarini Mathrani,Psychologist,9,M.Sc - Psychology,₹ 500,,themptychair,Udaybaug,,,,Pune
374,Ms. Manasvii Kulkarni,Psychologist,5,M.A,₹ 500,₹ 200,Setu- Counselling Centre,Whitefield,,10:00 AM,07:00 PM,Pune
375,Ms. Surabhi Setiya,Psychologist,7,Msc,,₹ 200,Mindfulness be kind,Market yard,,10:30 AM,01:00 PM,Pune
376,Dr. Siddique Ahmed,Psychologist,,,,,,,,03:00 PM,06:00 AM,Pune
377,Ms. Vaishali Girme,Psychologist,14,"M.phil, in clinical psychology, Post graduate diploma in counseling and rehabilitation, M....read more",,,,,,11:00 AM,02:00 PM,Pune
378,Ms. Jaya Pujara,Psychologist,20,"Masters in Psychology - Clinical and Abnormal, Diploma in Clinical Hypnotherapy",,,,,,06:00 PM,08:30 PM,Pune
379,Dr. Aishwarya Jain,Psychologist,6,"M A Clinical Psychology, Diploma in Psychotherapy and Counseling",,₹ 500,Glisten Healthcare,Bund Garden Road,,,,Pune
380,Dr. Rajesh Alone,Psychologist,25,"MS - Counselling and Psychotherapy, MA in Clinical Psychology",,,,,,10:00 AM,06:00 PM,Pune
381,Mrs. Anagha Chhatre,Psychologist,31,Bsc MPM PGDCP,,,,,,10:30 AM,02:30 PM,Pune
382,Mr. Madhav Kolhatkar,Psychologist,,,,₹ 200,,,,,,Pune
383,Mr. Omkar Naik,Psychologist,8,"Masters in Clinical Psychology , BA Psychology",,₹ 800,Cinq in,Aundh,,,,Pune
384,Dr. Saurabh Bhatia,Psychologist,27,"MBBS, MS, FCR",₹ 999,₹ 99,Dr Saurabh Bhatia,NIBM,,09:00 AM,09:00 PM,Pune
385,Mrs. Debasmita Sinha,Psychologist,15,"Masters in Clinical Psychology, CBT - Cognitive Behavioral Therapy",,₹ 500,Seraniti,Pune,,11:30 AM,05:30 PM,Pune
386,Mr. Jitu Solanki,Psychologist,9,"MA clinical psychology, hypnotist",₹ 200,,,,Stress Treatment,10:00 AM,11:00 PM,Pune
387,Ms. Natasha Trivedi,Psychologist,21,MA,₹ 500,₹ 500,Prudent Internation Health Clinic,Kalyani Nagar,"Anger Management, Stress Treatment, Behaviour and Thought Problems",,,Pune
388,Dr. Prasanna Rabade,Psychologist,15,M.S.,₹ 500,,Disha Psychological Counselling Centre,Kothrud,,11:00 AM,08:00 PM,Pune
389,Dr. Shivnarayan Khandre,Psychologist,,,,,,,,04:30 PM,08:30 PM,Pune
390,Ms. Pooja Mohan Shinde,Psychologist,2,Masters in Psychology - Clinical and Abnormal,₹ 600,,CareNext Institute of Psychological Health,Bhugaon,,11:00 AM,07:00 PM,Pune
391,Dr. Rehan Safee,Psychologist,13,MD,₹ 200,,Kausar Baugh Clinic,Pune,Behaviour and Thought ProblemsNext ,07:00 PM,09:00 PM,Pune
392,Ms. Linaz Soonawalla,Psychologist,9,MS Psychology,,₹ 300,NANIHI Center,Mundhawa,,10:00 AM,06:00 PM,Pune
393,Dr. Monika Jain,Psychologist,21,"BA Psychology & Sociology, MA - Psychology, PhD - Counseling Psychology",,,,,,10:00 AM,08:00 PM,Pune
394,Ms. Pranoti Prashant Tilak,Psychologist,11,M A Clinical Psychology,,,,,,10:30 AM,07:30 PM,Pune
395,Ms. Anushree Dirangane,Psychologist,,,,,,,,08:00 AM,09:00 PM,Pune
396,Dr. Jyoti Vishwakarma,Psychologist,10,Post Graduation in Clinicl Psychology,₹ 300,₹ 200,,,,09:00 AM,03:00 PM,Pune
397,Mrs. Gayathri,Psychologist,12,"Masters in Social Work (Specialised in Family and Child Welfare), B.A. Sociology",₹ 500,₹ 300,Park Street,Pimple Saudagar/Wakad/Aundh/Baner/Wakad,,07:00 PM,09:00 PM,Pune
398,Dr. Usha Gokhale,Psychologist,26,"M A Clinical Psychology, , M. S. W.Usha Gokhale Counseling Clinic    , Pun",,,,,,,,Pune
399,Ms. Megha Shah,Psychologist,11,masters in clinical psychology,₹ 500,₹ 100,Megha Shah,Pune,,04:30 PM,06:30 PM,Pune
400,Dr. Sanjay Erande,Ayurveda,20,"Fellowship In Sexology, M-CSEPI, M.Ayu.D, Dipl.EMS, BAMS, Fellowship In Sexology",,,,,"Male Sexual Problems, Erectile Dysfunction, Small Penis SizeNext ",06:00 PM,09:00 PM,Pune
401,Dr. Rahul Waghole,Ayurveda,20,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), Yog Ayurved Padvika, M.A.(Sanskrit)",₹ 300,₹ 250,Waghole Ayurved Clinic,Saswad road,,06:00 PM,08:30 PM,Pune
402,Rejuva Skin,Ayurveda,16,Diploma in Cosmatology,₹ 300,₹ 200,Rejuva Skin Clinic,Pune,"Skin Care, Skin Treatment, Allergy",09:30 AM,01:30 PM,Pune
403,Dr. Jiva Ayurveda,Ayurveda,26,BAMS,₹ 299,,,,"Acne Treatment, Hair Loss, Flu",10:00 AM,07:00 PM,Pune
404,Dr. Adesh Karwa,Ayurveda,21,"BAMS, MD - Ayurveda Medicine",₹ 500,₹ 200,Ayurveda Clinic,DP Road,,10:00 AM,02:00 PM,Pune
405,Dr. Gajanan Manamwar,Ayurveda,14,BAMS,₹ 500,₹ 350,Shree Vishwasanskruti Ayurved Chikitsalaya,Hinjewadi,"Staying Healthy, UTI, Increase height",05:00 PM,09:00 PM,Pune
406,Dr. Lunkad Vaibhav,Ayurveda,34,"MBBS, DIiploma in Yoga and Ayurveda, Diploma In Dermatology And Venerology And Leprosy (DD...read more",₹ 500,₹ 500,Aaiina Clinic,Shukrawar peth,"Sex Education, Male Sexual Problems, Male Sexual Problems TreatmentNext ",05:00 PM,08:30 PM,Pune
407,Dr. Jeevan Sampat Jadhav,Ayurveda,17,BAMS,₹ 200,₹ 300,,,"Gaining Weight, Skin Care, Knee Pain",10:30 AM,05:00 PM,Pune
408,Dr. Omkar Shahapurkar,Ayurveda,21,"BAMS, MD",₹ 300,,₹ 1,000 onlineSiddhi Clinic,"Sex Education, Acidity, Acne/PimplesNext ",05:00 PM,09:00 PM,Pune
409,Dr. Shekhar Benade,Ayurveda,24,"BAMS, MD - Ayurveda Medicine, Master in Sexual Medicine, Proficiency in Psycosexual Medici...read more",₹ 500,₹ 700,Dr Benade's E Sexologist Pune And Male Infertility Treatments,Balewadi,"Premature Ejaculation, Sugar, Small Penis Size",10:00 AM,09:00 PM,Pune
410,Dr. Anupam Dandgavhal,Ayurveda,17,"BAMS, PGFP, M. D. Medicine (ayu)",₹ 200,₹ 300,,,"Body Weakness, Leg Pain, Female Hair LossNext ",02:30 PM,08:30 PM,Pune
411,Dr. Ravindra Borade,Ayurveda,17,"BAMS, Certificate Course In Sex Therapy & Counselling, Yog Ayurved Padvika",₹ 200,₹ 400,Param Ayurved,Kasarwadi,,04:00 PM,08:30 PM,Pune
412,Dr. Syam Bhargavan,Ayurveda,24,"BAMS, MD - Ayurveda",₹ 500,₹ 300,Muppra Kerala Ayurvedic,Baner,,06:00 PM,07:30 PM,Pune
413,Dr. Sunita Chaudhari,Ayurveda,33,"BAMS, PhD - Ayurveda",₹ 300,₹ 350,Ayurmantra Ayurveda Center,Aundh,"Weight Loss, Asthma, Baldness",09:00 AM,01:00 PM,Pune
414,Dr. Lalta  Prasad,Ayurveda,55,"MS, Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 200,,Sushruta Clinic,sangvi,ComaNext ,07:00 PM,08:00 PM,Pune
415,Dr. Kedar  Ghatnekar,Ayurveda,16,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 200,₹ 200,Saptarshee Clinics,Shukrawar peth,,04:00 PM,08:00 PM,Pune
416,Dr. Jyoti Shirodkar,Ayurveda,32,"BAMS, MD - Ayurveda Pharmacology, Ph.D - Diabetes Prediction Thesis, BA (Sanskrit), MA (En...read more",₹ 800,₹ 300,Dr. Shirodkar's Health Solutions Pvt. Ltd.,NDA Road,,04:00 PM,07:00 PM,Pune
417,Dr. Shailesh Shamkant Phalle,Ayurveda,16,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - Medicine",₹ 250,₹ 100,Ayusanjivani Speciality Clinic And Panchakarma Center,Kharadi,,09:00 AM,12:00 PM,Pune
418,Dr. Samarth Kotasthane,Ayurveda,17,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - Ayurveda",₹ 500,₹ 300,Shri Vishwagandh Ayurved & Panchkarma Clinic,Bibwewadi,"Weight Loss, Body Weakness, Sex Education",09:30 AM,10:30 AM,Pune
419,Vardhayu Ayurved And Panchakarma,Ayurveda,9,MDS - Oral & Maxillofacial Surgery,₹ 300,₹ 100,,,"Panchakarma, Ayurvedic Massage",07:00 PM,09:00 PM,Pune
420,Dr. Kedar  Ghatnekar,Ayurveda,16,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 200,₹ 200,Saptarshee Clinics,Shukrawar peth,,04:00 PM,08:00 PM,Pune
421,Dr. Lalta  Prasad,Ayurveda,55,"MS, Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 200,,Sushruta Clinic,sangvi,ComaNext ,07:00 PM,08:00 PM,Pune
422,Dr. Geetanjali Thokal,Ayurveda,15,"MD, Bachelor of Ayurveda, Medicine & Surgery (BAMS)",₹ 300,₹ 300,Heal & Care Ayurveda Clinic,Pimple Saudagar,,09:30 AM,12:00 PM,Pune
