,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Recently Consulted for,Available From,Available Till,City
273,Dr. Nuthalapati Suman Latha,Gynaecologist,22,"MBBS, DGO",₹ 400,₹ 500,Advanced Endocrine & Diabetes Hospital & Research Center,KPHB,,10:00 AM,2:00 PM,Hyderabad
274,Dr. Anuradha  Koduri,Gynaecologist,51,"MD - Obstetrtics & Gynaecology, MBBS, FACOG",,,,,,2:00 PM,6:00 PM,Hyderabad
275,Dr. Durga G Rao,Gynaecologist,31,"MRCOG, MBBS Bachelor of Medicine and Bachelor of Surgery, DGO",₹ 600,,Oasis Fertility,Banjara Hills,"Pregnancy, HPV, Abortion ",9:30 AM,5:00 PM,Hyderabad
276,Dr. Sunitha Ilinani,Gynaecologist,27,"MD - Obstetrics & Gynaecology, MBBS",₹ 700,₹ 300,Apollo Fertility,Banjara Hills,"No Periods, Sex Education, Pregnancy Query ",11:00 AM,2:00 PM,Hyderabad
277,Dr. Sweta Agarwal,Gynaecologist,30,"MS - Obstetrics and Gynaecology, FRANZCOG (Fellowship of Royal College of Obstric and Gyne...read more",₹ 700,,Southern Gem Hospital,Basheerbagh,,11:00 AM,1:00 PM,Hyderabad
278,Dr. Nasreen  Ashfaq,Gynaecologist,29,"Diploma in Obstetrics & Gynaecology, MBBS",₹ 650,,Femcity Women's Hospital,Shaikpet,,1:00 PM,4:00 PM,Hyderabad
279,Dr. Saraschandrika P. V.,Gynaecologist,61,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD - Obstetrics & Gynaecology",₹ 600,,Banjara12 Hospital,Banjara Hills,,11:00 AM,1:00 PM,Hyderabad
280,Dr. Amishrita Chintawar,Gynaecologist,11,"MS - Obstetrics and Gynaecology, MBBS",₹ 300,₹ 250,Manasa Hospital,Ramanthapur,,10:00 AM,4:00 PM,Hyderabad
281,Dr. Naaz Fatima,Gynaecologist,9,"MBBS, MS - Obstetrics and Gynaecology",₹ 400,₹ 200,Alladins Clinic,Masab Tank,,5:00 PM,8:00 PM,Hyderabad
282,Dr. S Hima Bindu,Gynaecologist,25,"MBBS, DGO",₹ 700,₹ 300,Ankura Hospital For Women & Children,Hyderabad,,9:00 AM,3:00 PM,Hyderabad
283,Dr. B.Padmavathi Sreenivas,Gynaecologist,28,"MBBS, DGO",₹ 600,,Sri Sai Womens Hospital,Kothapet,,5:00 PM,8:30 PM,Hyderabad
284,Dr. Lakshmi Krishna Leela,Gynaecologist,26,"Doctor of Medicine (Obstetrics & Gynaecology), Royal College of Obstetricians & Gynaecolog...read more",₹ 800,,Elbit Diagnostic Centre,Madhapur,,5:00 PM,6:00 PM,Hyderabad
285,Dr. Sameera Alluri,Gynaecologist,36,"MBBS, MD - Obstetrics & Gynaecology",₹ 450,,Sri Sri Holistic Hospitals,Nizampet,,11:00 AM,1:00 PM,Hyderabad
286,Dr. Farzana Tasneem,Gynaecologist,39,Diploma in Obstetrics & Gynaecology,₹ 300,₹ 300,INNU CLINIC,Hyderabad,"Irregular Periods, Delivery ",3:30 PM,6:00 PM,Hyderabad
287,Dr. Bhavani Reddy A,Gynaecologist,33,"MBBS, MD - Obstetrics & Gynaecology",₹ 500,,Bhavya Multispeciality Hospital,Nagole,,7:00 PM,8:00 PM,Hyderabad
288,Dr. Sita Reddy,Gynaecologist,32,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD - Obstetrtics & Gynaecology",₹ 500,₹ 500,Kindle Clinics,Gachibowli,,2:00 PM,5:00 PM,Hyderabad
289,Oasis Fertility,Gynaecologist,,,₹ 700,,Oasis Fertility,Banjara Hills,,9:00 AM,5:00 PM,Hyderabad
290,Dr. Swetha Shesham,Gynaecologist,12,"MBBS, MS, F.mas,D.mas, Fellowship in Robotic Surgery, Fellowship in Infertility",₹ 400,,Lakshmi Health Care Hospital,Vanasthalipuram,,10:30 AM,2:00 PM,Hyderabad
291,Dr. Arpitha Reddy,Gynaecologist,26,"MBBS, DGO, MRCOG(UK)",₹ 500,,Mums Fertility Center,Kukatpally,Sugar,9:00 AM,1:00 PM,Hyderabad
292,Dr. B. Kiranmayee,Gynaecologist,15,"Diploma in Reproductive Medicine (Germany), MS - Obstetrics and Gynaecology, MBBS",₹ 550,,Dr. Kiranmayee  Woman's Clinic,Gachibowli,,10:00 AM,1:00 PM,Hyderabad
293,Dr. Balamba P,Gynaecologist,58,"MBBS, MD - Obstetrtics & Gynaecology",₹ 400,,Shalini Hospital,Hyderabad,,10:00 AM,1:00 PM,Hyderabad
294,Dr. Sravana Soujanya,Gynaecologist,15,"MBBS, Diploma in Obstetrics & Gyanecology",₹ 700,,Medics Healthcare,Nanakramguda,,10:15 AM,12:30 PM,Hyderabad
295,Dr. Madhavi Reddy,Gynaecologist,29,"MBBS, DGO",₹ 500,₹ 200,Lucerne Clinic for Ladies,Alwal,,10:00 AM,1:00 PM,Hyderabad
296,Dr. G S K Jyothi Reddy,Gynaecologist,19,"MBBS, DGO",₹ 450,,Sai Shourya's Test Tube Baby Centre,KPHB,,7:30 PM,8:00 PM,Hyderabad
297,Dr. Ayesha Khaliq,Gynaecologist,22,"MBBS, MD - Obstetrtics & Gynaecology",₹ 300,,Health Inn Clinic,Toli Chowki,,5:00 PM,7:00 PM,Hyderabad
298,Dr. Swathi Reddy,Gynaecologist,14,"MBBS, DGO",₹ 500,,Himagiri Hospitals,Gachibowli,,7:00 PM,9:00 PM,Hyderabad
299,Dr. Haritha Yalamanchili,Gynaecologist,25,"MBBS, MD - Obstetrics & Gynaecology, MRCOG",₹ 400,,YPR Health Care,Madhapur,,9:30 AM,2:30 PM,Hyderabad
300,Dr. Chetan Raj,Homeopathy,18,"Diploma in Gastroenterology, Diploma In Pulmonary Medicine , MSCP, BHMS, SVD( Skin & Vener...read more",₹ 11,₹ 51,Dr. Chetan's Homeo Clinic,Begumpet,"Hair Fall, Acne/Pimples, Weight Loss",10:00 AM,5:00 PM,Hyderabad
301,Dr. Sreepada Kameswara Rao,Homeopathy,37,DHMS (Diploma in Homeopathic Medicine and Surgery),₹ 450,₹ 149,Dr SK.Rao clinic,Sanjeeva Reddy Nagar,"Migraine Treatment, Weight Loss, Weight Management",11:30 AM,12:30 PM,Hyderabad
302,Dr. Rajashekar Bogadi,Homeopathy,22,"BHMS, F.H.P.C.",₹ 300,₹ 200,Surecare Homeopathy,Hyderabad,"Headaches, Weight Loss, Stomach Pain ",10:00 AM,2:00 PM,Hyderabad
303,Dr. Shiva Reddy,Homeopathy,22,BHMS,₹ 350,₹ 349,Sree Sai Homoeopathy,Mehdipatnam,"Diabetes, Headaches, Body Weakness",10:00 AM,2:00 PM,Hyderabad
304,Dr. Anand Dhoot,Homeopathy,18,"BHMS, MD - Homeopathy, Msc - Counselling & Psycotherapy",₹ 200,₹ 200,Dr Anands Homeo clinic,Kachiguda,"Hair Loss, Diabetes, Diet Planning",12:30 PM,2:00 PM,Hyderabad
305,Dr. Shashank,Homeopathy,13,"BHMS, Ms. Counselling & Psychology",₹ 400,₹ 200,Dr. Shashank's Homeo Stores & clinic,Nallakunta,"Erectile Dysfunction, Neurological Problems, Sexually Transmitted Disease (STD) Treatment",10:00 AM,1:00 PM,Hyderabad
306,Dr. Prashant K Vaidya,Homeopathy,16,"Diploma In Gastroenterology, Diploma In Dermatology, BHMS",₹ 500,₹ 900,Spiritual Homeopathy,KPHB,"Female Hair Loss, Gaining Weight, Diabetes",5:00 PM,8:00 PM,Hyderabad
307,Dr. A P Aparna,Homeopathy,27,BHMS,₹ 600,₹ 600,Sree Homeo Care,Gachibowli,"Headaches, Gaining Weight, Increase height ",5:30 PM,7:30 PM,Hyderabad
308,Dr. Jagadeesh Babu,Homeopathy,26,"BHMS, MHM (NIMS), MD - Homeopathy, PGDCCR (NIMS), MSC Psychology, Professional Diploma In ...read more",,₹ 300,Sreaya Homepathic Stores & Clinic & Counselling Centre,Somajiguda,"Sex Education, Premature Ejaculation, Small Penis Size",9:00 AM,9:00 PM,Hyderabad
309,Dr. Kuravi Pavan Kumar Vsmk,Homeopathy,19,"BHMS, Masters in Homeopathic Remedies, Post Graduate Diploma In Hospital Administration (PGDHA)",₹ 300,₹ 300,Agastya homoeo clinic,Shaikpet,"Sex Education, Stomach Pain, Back Pain ",7:30 PM,9:30 PM,Hyderabad
310,Dr. Vv,Homeopathy,7,BHMS,₹ 300,₹ 150,Health Care,Banjara Hills,,8:00 AM,7:00 PM,Hyderabad
311,Dr. A M Reddy,Homeopathy,26,"BHMS, MD - Homeopathy",,,,,,10:00 AM,6:00 PM,Hyderabad
312,Dr. T Kirankumar,Homeopathy,28,BHMS,₹ 300,,,,,10:30 AM,8:00 PM,Hyderabad
313,Dr. Josy Joy A,Homeopathy,26,BHMS,₹ 200,₹ 200,,,"Skin Care, Hair Restoration ",10:30 AM,7:30 PM,Hyderabad
314,Dr. Mounika Kasam,Homeopathy,9,MD - Homeopathy,₹ 750,₹ 350,Happy Homoeo Life,Kondapur,,5:00 PM,9:00 PM,Hyderabad
315,Dr. Praveen G V S,Homeopathy,15,BHMS,₹ 200,₹ 500,GVS Clinic,Malkajgiri,"Small Penis Size, Sex Education, Back Pain",9:00 AM,6:00 PM,Hyderabad
316,Dr. G. Sridhar Kumar,Homeopathy,25,"MD - Homeopathy, BHMS",₹ 500,₹ 250,Venkata Sai Homoeo Clinic,Yousufguda,,9:30 AM,1:30 PM,Hyderabad
317,Dr. Naveen Kumar Boggarapu,Homeopathy,23,"BHMS, PG - Fellowship In Homeopathic Dermatology",₹ 500,₹ 600,Homeo Health,Hastinapuram,,10:30 AM,2:00 PM,Hyderabad
318,Dr. Ramakrishna Chanduri,Homeopathy,13,BHMS,₹ 500,₹ 200,Spiritual Homeopathy Dilsukhnagar,Dilsukhnagar,,10:00 AM,2:00 PM,Hyderabad
319,Dr. Veera Seshasaina  Reddy,Homeopathy,18,,,,,,,5:00 PM,9:00 PM,Hyderabad
320,Dr. Omer Mohammed,Homeopathy,12,BHMS,₹ 500,₹ 350,Apex Homeopathy,Toli Chowki,,1:00 PM,8:00 PM,Hyderabad
321,Dr. Srikant Morlawar,Homeopathy,39,"MD - Homeopathy, BHMS",₹ 600,,Homeocare International,Begumpet,,10:00 AM,8:00 PM,Hyderabad
322,Dr. Vankeri Susheela,Homeopathy,24,BHMS,,₹ 300,VCURE Homoeopathy,Kondapur,,2:00 PM,8:30 PM,Hyderabad
323,Dr. Sasikala Gadamsetty,Homeopathy,22,"Post graduate diploma in clinical cosmetology, BHMS",₹ 500,₹ 500,Sri shaastramaie Homeo and cosmetic care,Miyapur,,10:30 AM,9:00 PM,Hyderabad
324,Dr. Madhu Varanasi,Homeopathy,17,MD - Homeopathy,₹ 500,,Dr Madhu Varanasi Clinic,Kukatpally,,8:00 AM,12:00 PM,Hyderabad
325,Dr. D Rajesh Jaiswal,Homeopathy,24,"Fellowship in Clinical Research, Medical Informatics, Bio-Informatics, BHMS",₹ 300,₹ 300,Dr Jaiswals Homoeopathy Clinic,Tarnaka,Gastric Problem ,9:00 AM,9:00 PM,Hyderabad
326,Dr. Shashidhar Puravant,Homeopathy,27,BHMS,₹ 200,,Dr. Shashidhar's Homeopathic Clinic,Secunderabad,"Sugar, Back Pain, Masturbation Addiction ",10:00 AM,1:00 PM,Hyderabad
327,Dr. Sumedha Naik,Homeopathy,25,BHMS,₹ 500,₹ 300,Smruthi Homeo Clinic,Gachibowli,,6:00 PM,8:00 AM,Hyderabad
328,Dr. Bhagya Rekha,Homeopathy,8,BHMS,₹ 500,₹ 450,Ayushmaan Homoeopathy Stores & Clinic,Beeramguda,,10:00 AM,2:00 PM,Hyderabad
329,Dr. Pallavi Reddy,Homeopathy,22,BHMS,₹ 200,₹ 300,SREE SAI HOMOEOPATHY,Mehdipatnam,,10:00 AM,2:00 PM,Hyderabad
330,Dr. Srikanth,Homeopathy,28,"MD-Homeopathy, BHMS",₹ 900,,Sri Sai Homeo Clinic,Dilsukhnagar,"Migraine Treatment, Migraine, Cold Cough ",7:30 PM,10:00 PM,Hyderabad
331,Dr. Ayesha Naaz,Homeopathy,11,"BHMS, MD - Homoeopathic Pharmacy",₹ 300,₹ 149,Dani Homeo Clinic - A Homeopathic Clinic,Toli Chowki,,7:00 PM,9:30 PM,Hyderabad
332,Dr. Sucharitha Putta,Homeopathy,14,MD - Homeopathy,₹ 150,,Healing Touch Homoeopathy,Attapur,Gastric Problem,10:30 AM,1:30 PM,Hyderabad
333,Dr. Sujitha,Homeopathy,18,BHMS,,₹ 300,Star Homeopathy,Secunderabad,,,,Hyderabad
334,Dr. Saritha Somani,Homeopathy,22,BHMS,₹ 350,₹ 100,Nilansh Homeocare,Attapur,,10:30 AM,1:30 PM,Hyderabad
335,Dr. Anirudh Karankot,Homeopathy,5,"BHMS, Post Graduate Diploma In Hospital Administration (PGDHA), M.Sc - Psychology",₹ 500,₹ 400,Sanjeevini Homoeopathy Clinic,Attapur,,9:00 AM,8:00 PM,Hyderabad
336,Dr. Sai Vivek Areti,Homeopathy,9,"MBBS, MF- Homeopathy",₹ 500,,Shanti Homeo Global Clinics,Secunderabad,,11:00 AM,2:00 PM,Hyderabad
337,Dr. Samiuddin Khaja,Homeopathy,33,BHMS,₹ 500,₹ 300,Specialised Homeo Clinic,Hyderabad,,5:30 PM,9:30 PM,Hyderabad
338,Dr. Rama Laxmi,Homeopathy,25,"B.Sc, BHMS, Diploma in Trichology - Cosmetology",₹ 150,,Sanjeevani Homeo World,Nizampet,,10:30 AM,12:30 PM,Hyderabad
339,Dr. Dhiraj Nanda,Homeopathy,29,"BHMS, MD-Homeopathy",,,,,,10:00 AM,9:00 AM,Hyderabad
340,Dr. Priyanka Lathkar,Homeopathy,17,BHMS,,,,,,1:30 PM,3:30 PM,Hyderabad
341,Dr. Jubeida Parvez,Homeopathy,14,BHMS,₹ 500,₹ 300,Spiritual Homoeopathy,Chanda Nagar,,12:30 PM,2:00 PM,Hyderabad
342,Dr. Vishnuvardhan Reddy,Homeopathy,,,,₹ 100,Dr. Vishnu's Homeopathy,Nizampet,,9:30 AM,8:30 PM,Hyderabad
343,Dr. Sreenath Kumar,Homeopathy,17,"BHMS, MD - Homeopathy",₹ 300,₹ 200,Positive Homeopathy,Dilsukhnagar,,11:00 AM,8:00 PM,Hyderabad
344,Dr. Tariq Mahmood,Homeopathy,20,BHMS,₹ 300,₹ 400,Homeopathicity - Speciality Homeo Clinic,Mehdipatnam,,11:00 AM,9:30 PM,Hyderabad
345,Dr. Vamsi,Homeopathy,13,MD - Homeopathy,,,,,,5:00 PM,9:00 PM,Hyderabad
346,Dr. Quazi Mudassir A,Homeopathy,10,"MD - Homeopathy, PGDEM",₹ 500,₹ 300,Al Hikmah Clinics,Hyderabad,,,,Hyderabad
347,Dr. Mammidanna Neeraja Girish M,Homeopathy,30,"B.H.M.S, pg diploma in health and lifestyle management, PG Diploma in Clinical Data Management",₹ 300,₹ 300,Dr Positive Homeopathy,Jubilee Hills,,10:30 AM,8:00 PM,Hyderabad
348,Dr. Sridevi S,Homeopathy,18,BHMS,₹ 500,₹ 500,Remedy Homeopathy,Secunderabad,,5:00 PM,8:00 PM,Hyderabad
349,Dr. Manoj Kuriakose,Homeopathy,34,BHMS,,,,,,2:00 PM,7:30 PM,Hyderabad
350,"Dr. P. Madhurima Reddy (Phd, Phd)",Psychologist,30,"Ph.D, M.A  - English, M.Sc - Psychology, M.Ed., Doctor of Philosophy (PhD), Certified NLP ...read more",,,,,,10:00 AM,7:00 PM,Hyderabad
351,Dr. Richa Khetawat,Psychologist,17,,,,,,,10:30 AM,7:00 PM,Hyderabad
352,Dr. Srikanth Goggi,Psychologist,11,"MPhil - Mental Health & Social Psychology, PhD - Counseling Psychology, member -American s...read more",,,,,"Behaviour and Thought Problems, Cognitive Behavioral Therapy, Abnormal Behavior ",10:00 AM,7:30 PM,Hyderabad
353,Dr. Challa Subrahmanyam,Psychologist,28,"M.S - Counselling & Psychotherapy, Post Graduate Diploma In Sexual & Reproductive Medicine...read more",,,,,,5:00 PM,9:00 PM,Hyderabad
354,Mrs. Sailaja Pisapati,Psychologist,19,"M.Phil - Psychology, PG Diploma in Family & Marriage Counseling , Diploma of Clinical Hypn...read more",,,,,"Marriage Counselling, Abnormal Behavior Treatment, Anger Management ",11:00 AM,4:00 PM,Hyderabad
355,Ms. Pooja Melwani Naik,Psychologist,14,"PG Diploma Child Psychology and Family Counselling, B.ed Special Education, M.Sc - Psychology",,,,,,10:00 AM,1:00 PM,Hyderabad
356,Mr. Amjad Ali Mohammad Psychologist,Psychologist,25,"PG Diploma in Guidance and Counseling, Masters in Psychology, PG Diploma in Business Manag...read more",,₹ 500,Impulse Psychological Counseling & Guidance Center,Hafeezpet,"Behaviour and Thought Problems, Abnormal Behavior, Counselling and Stress Management",10:00 AM,8:00 PM,Hyderabad
357,Dr. Vasavi Sunki,Psychologist,23,"(PHD) In Psychology, M.Sc In Psychology, PG Diploma In Rehabilitation Psychology, DIC, DIT...read more",,,,,Psychotherapy,6:00 PM,8:00 PM,Hyderabad
358,Ms. Aarathi Selvan,Psychologist,20,"B.A. Hons . Psychology, MA Psychological Counseling, EDM Psychological Counseling, Trauma ...read more",,₹ 500,Aarathi Selvan - Pause For Perspective,Somajiguda,"Depression, Mood Disorder Treatment, Behaviour and Thought Problems ",9:00 AM,5:30 PM,Hyderabad
359,Mrs. Radhika Acharya,Psychologist,16,"M.Phil, PDCP, MA- Psychology",,,,,,10:00 AM,8:00 PM,Hyderabad
360,Dr. Sushma Panyam,Psychologist,12,M. Phil Clinical Psychology,,₹ 100,Wellness Hub,Yousufguda,"Depression, Behaviour and Thought Problems ",9:00 AM,4:00 PM,Hyderabad
361,Dr. Krantikar,Psychologist,10,"PhD-Women Mental Health, MSc Counseling Psychology, MSC Psychology, BNAT ( Naturopathy & Y...read more",,,,,,9:00 AM,1:00 PM,Hyderabad
362,Dr. C Nanda Kishora Reddy,Psychologist,20,MS - Counselling and Psychotherapy,₹ 500,,Siddhi Dhata Clinic,Sanath Nagar,Depression ,3:00 PM,8:00 PM,Hyderabad
363,Dr. Navodita Kumar,Psychologist,11,"Post Graduate in Clinical Psychology, PhD - Psychology",,,,,,11:00 AM,3:00 PM,Hyderabad
364,Dr. Kiran Rathore,Psychologist,15,PhD Clinical Psychology,,₹ 400,Behavioural Health & Counselling Clinic,Hyderguda,"Behaviour and Thought Problems, Depression ",2:00 PM,5:00 PM,Hyderabad
365,Dr. Archana Nanduri,Psychologist,12,M.Sc - Psychology,,,,,,10:00 AM,7:30 PM,Hyderabad
366,Mrs. Aaradhana Reddy,Psychologist,7,"MSc COUNSELLING AND PSYCHOTHERAPY, B.A Psychology, Sociology and English Literature",,,,,,10:45 AM,8:00 PM,Hyderabad
367,Dr. Asma Khan,Psychologist,5,Postgraduate Diploma in Sexology,,,,,,6:30 PM,10:00 PM,Hyderabad
368,Ms. Ashraf Unnisa,Psychologist,9,"MSc. Counselling psychology, Certification in Learning Disability (CLD)",₹ 700,,Positive Minds Counseling Center,Toli Chowki,,10:30 AM,2:30 PM,Hyderabad
369,Dr. Srikanth Majjiga,Psychologist,9,"PG Psychology, Pg diploma in counselling, Diploma in Mental Health, B.Ed Special Education",,,,,,,,Hyderabad
370,Mrs. Pavithra Jagannathan,Psychologist,11,"M.Sc Counseling Psychology, M.Phil - Psychology",₹ 750,,Idea Clinics,Madhapur,,8:00 AM,8:00 PM,Hyderabad
371,Mr. Venkatraju Kalidindi,Psychologist,12,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), Masters in psychology counselling",₹ 650,,Stress Management Lab,Hyderabad,"Counselling and Stress Management, Cognitive Behavioral Therapy ",7:00 AM,7:00 AM,Hyderabad
372,Ms. Anannya G Madonna,Psychologist,13,M. Sc. Applied Psychology,,,,,,10:30 AM,9:00 PM,Hyderabad
373,Ms. Kavita Panyam,Psychologist,27,,,,,,,9:00 AM,1:00 PM,Hyderabad
374,Ms. Sanjana Meher,Psychologist,6,"M A Clinical Psychology, Advanced diploma in counselling psychology, B.A. Psychology",,,,,,10:00 AM,7:00 PM,Hyderabad
375,Dr. Anil G,Psychologist,20,"Masters in Psychology, PG Diploma in Human Rights",,,,,,7:00 AM,11:00 PM,Hyderabad
376,Dr. Sonali Harish Nagdeo,Psychologist,8,MA - Psychology,,₹ 100,Magic Mirror Counselling,Karkhana,,4:00 PM,5:00 PM,Hyderabad
377,Mrs. Mahalakshmi Rajagopal,Psychologist,32,"MSc COUNSELLING AND PSYCHOTHERAPY, MSW Medical Psychiatry",,,,,,11:00 AM,12:00 PM,Hyderabad
378,Dr. Santhoshini Datla,Psychologist,13,Msc Applied Psychology,,,,,,12:00 PM,8:00 PM,Hyderabad
379,Mr. Sri Prabhav Paturi,Psychologist,6,M.Sc. Counselling Psychology,₹ 250,₹ 250,Recess Psychology Center,Kondapur,,2:00 PM,9:00 PM,Hyderabad
380,Dr. Ms. Anitha Are,Psychologist,12,M.Phil - Clinical Psychology,₹ 200,,Sahaya Psychological Care,Nanakramguda,,4:00 PM,6:00 PM,Hyderabad
381,Mr. M Vishnu Vardhan Reddy,Psychologist,15,"M.Sc.M.phil - Psychology, Diploma in Addiction Studies and Family Counseling",,,,,,10:00 AM,6:00 PM,Hyderabad
382,Ms. Priyanka Naveen,Psychologist,5,MA - Psychology,₹ 750,₹ 300,TruHap Positive Psychology Center,Attapur,,10:00 AM,2:00 PM,Hyderabad
383,Mr. Udaykumar. D,Psychologist,17,"M.Phil - Clinical Psychology, M. Sc. Applied Psychology",,,,,,10:00 AM,1:00 PM,Hyderabad
384,Ms. Akshaya M P,Psychologist,5,Masters in Psychology - Clinical and Abnormal,,₹ 500,Acro,Banjara Hills,,,,Hyderabad
385,Ms. Aishwarya Krishna Priya,Psychologist,,,,,,,,9:00 AM,9:00 PM,Hyderabad
386,Dr. Ritika Matta,Psychologist,6,MSc COUNSELLING AND PSYCHOTHERAPY,₹ 700,,Bridging mind gaps,Begumpet,,9:00 AM,7:00 PM,Hyderabad
387,Mrs. Syamala. Rayasam,Psychologist,18,,,,,,,,,Hyderabad
388,Mr. Pb Suresh,Psychologist,11,"M.Sc - Applied Psychology, PG Diploma in Guidance and Counselling",₹ 500,₹ 200,Nirmalam Lifestyle Clinic,Ameerpet,,6:00 PM,8:30 PM,Hyderabad
389,Dr. Jhon Thomas,Psychologist,,,,,,,,11:00 AM,5:00 PM,Hyderabad
390,Dr. Vinod Kumar Kummasani,Psychologist,7,"MPhil in clinical psychology, PSYCHO SEXUAL MEDICINE",,,,,,,,Hyderabad
391,Ms. Satya S,Psychologist,,,,₹ 500,InterVention,Jubilee Hills,,9:00 AM,5:00 PM,Hyderabad
392,Dr. Kavitha Narayandas,Psychologist,16,"MSc Psychology, MSc Psychotherapy and Counselling",,,,,,2:00 PM,9:00 PM,Hyderabad
393,Dr. Johnsey Thomas,Psychologist,27,"MPhil - Counselling Psychology, PhD - Psychology, B.A in Humanities",,,,,,10:00 AM,4:00 PM,Hyderabad
394,Mr. Sangameshwar Swamy Abhinapu,Psychologist,,,,,,,,,,Hyderabad
395,Ms. Khadija Fatima,Psychologist,14,MA Applied Psychology (clinical psychology),,₹ 200,Mind,Hyderabad,,6:00 PM,9:00 AM,Hyderabad
396,Ms. Saher Ali,Psychologist,21,MSc COUNSELLING AND PSYCHOTHERAPY,,,,,,9:00 AM,12:00 PM,Hyderabad
397,Dr. Guru Prasanna Lakshmi Immadi,Psychologist,12,,,,,,,9:00 AM,7:00 PM,Hyderabad
398,Dr. K. Prashant,Psychologist,,,₹ 400,,Yashoda Hospital - Somajiguda,Somajiguda,,10:00 AM,5:00 PM,Hyderabad
399,Dr. Pragya Rashmi,Psychologist,24,,,,,,,8:00 AM,7:00 PM,Hyderabad
400,Dr. Jiva Ayurveda,Ayurveda,26,BAMS,₹ 299,,,,"Acne Treatment, Hair Loss, Flu",10:00 AM,7:00 PM,Hyderabad
401,Dr. Prof Sudhakara Rao Vuppalapati,Ayurveda,48,"BAMS, M.D in Ayurveda, Ph.D",₹ 600,,₹ 1,000 onlineSri Sai Super Speciality Ayurvedic Clinic,"Erectile Dysfunction, Diabetes Management, Acne Scars Treatment ",10:00 AM,6:00 PM,Hyderabad
402,Dr. Gummadavelli Srinivas,Ayurveda,28,"BAMS, MD - Ayurveda, Diploma In Pharmacy, Panchakarma Specialist",₹ 500,₹ 500,Dathu Ayurvedam,KPHB,,8:00 AM,8:00 PM,Hyderabad
403,Dr. L. Radhakrishna Murthy,Ayurveda,53,"MD - Ayurveda, Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 500,₹ 300,Bhavani Clinic,Secunderabad,,5:00 PM,8:30 PM,Hyderabad
404,Dr. Samba Siva Rao,Ayurveda,27,"BAMS, MD - Ayurveda",₹ 200,₹ 300,Sri Harsha Ayurvedic Hospital,Kothapet,,9:00 AM,2:00 PM,Hyderabad
405,Dr. C.Srinivas Rao,Ayurveda,25,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",₹ 300,₹ 350,Samskruthi Kerala Ayurveda & Panchakarma Clinic,Kukatpally,"Disc Prolapse, Panchakarma",9:00 AM,9:00 PM,Hyderabad
406,Dr. Pradeep Nori,Ayurveda,25,BAMS,₹ 200,,Guna Ayur Clinics,Mehdipatnam,,10:30 AM,2:00 PM,Hyderabad
407,Dr. T.Pallavi,Ayurveda,17,"Bachelor of Ayurvedic Medicine and Surgery, PG Diploma in Ksharasutra, MUHS",₹ 400,₹ 300,Omkar Dhanwantari Piles Clinic,Hyderabad,,10:00 AM,2:00 PM,Hyderabad
408,Dr. Muneeb Ahmed M K,Ayurveda,15,"BAMS, MD - Ayurveda Medicine",₹ 500,₹ 400,Dr. Ahmed's Ayurvidhya,Manikonda,,12:00 PM,4:00 PM,Hyderabad
409,Dr. Swati Totla,Ayurveda,23,MD - Ayurveda,₹ 200,₹ 200,deerghayu ayurvedic clinic and panchakarma center,Hafeezpet,"Hair Restoration, Gastric Problem, Asthma",10:30 AM,1:30 PM,Hyderabad
410,Dr. Nischay Bidada,Ayurveda,12,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - Ayurveda, PG Diploma in Yoga Vignana",₹ 300,₹ 300,Arogya Niketan,Hyderabad,"Hair Loss, Skin Whitening, Premature Ejaculation",10:00 AM,1:00 PM,Hyderabad
411,Dr. Peddi Rama Devi,Ayurveda,37,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",,₹ 300,Suraksha Ayurvedic Clinic SanjeevareddyNagar,Sanjeeva Reddy Nagar,,,,Hyderabad
412,Dr. G.Rajendra Kumar,Ayurveda,30,MD - Ayurveda,₹ 500,₹ 500,Dr.G.Rajendra Kumar,Malakpet,,4:30 PM,7:30 PM,Hyderabad
413,Dr. Priti Thakre,Ayurveda,22,"BAMS, CGO",₹ 300,,Infertility Ayurvedic Treatment Center,Chaudhari Clinic,,6:00 PM,8:00 PM,Hyderabad
414,Dr. T.V. Ramana,Ayurveda,23,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), MD - Ayurveda",₹ 150,₹ 300,Niramaya Holistic Ayurvedic,Neredmet,"Swelling, Ringworm Infection, Acne Scars ",5:00 PM,9:00 PM,Hyderabad
415,Kvrss Ramgopal,Ayurveda,21,MD DRAVYAGUNA,₹ 600,₹ 300,Pranav Ayurvedic Clinic,Somajiguda,,11:30 AM,8:00 PM,Hyderabad
416,Dr. Alisha Nagar,Ayurveda,7,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD - Psychiatry, MBBS Bachelor of Medic...read more",₹ 500,₹ 500,Brainwave,Hyderabad,,12:00 PM,10:00 PM,Hyderabad
