,Unnamed: 0,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Recently Consulted for,Available From,Available Till,City,Unnamed: 0.1
1690,90,Dr. Divyalakshmi Chandrasekaran,Dermatologist,4,MD - Dermatology,₹ 500,₹ 350,Vignesh,Virugambakkam,,8:00 PM,9:00 PM,Chennai,
1691,91,Dermis Skin & Hair Clinic,Dermatologist,,,₹ 500,,Dermis Skin & Hair Clinic,Adyar,,10:30 AM,8:00 PM,Chennai,
1692,92,Dr. J D Prasad Victor,Dermatologist,46,MBBS,₹ 200,,Dr Victors Skin Hair & Nail Clinic,Ashok Nagar,Hair Treatment,10:00 AM,8:00 PM,Chennai,
1693,93,Dr. Renuka Rama Krishnan,Dermatologist,37,"MBBS, MD",₹ 300,,Amma Hospital,Nungambakkam,,10:30 AM,12:30 PM,Chennai,
1694,94,Dr. Varun Rajagopal,Dermatologist,7,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD - Dermatology, DNB (Dermatology)",₹ 250,₹ 250,Victory General,Mandaveli,,6:30 PM,8:30 PM,Chennai,
1695,95,Dr. Sathya Moorthy,Dermatologist,27,"MBBS, DDVL, AFIH",₹ 150,,Sai Skin Clinic,Guduvancheri,,6:30 PM,9:00 PM,Chennai,
1696,96,Dr. C V Padmanandan,Dermatologist,26,"MBBS, MD",₹ 500,₹ 500,Sethu Skin And Laser Clinic,Chennai,,10:00 AM,8:00 PM,Chennai,
1697,97,Dr. P Anoosha Reddy,Dermatologist,16,"MBBS, MD Dermatology",₹ 500,₹ 250,Amara Hospital,Chennai,,9:00 AM,8:00 PM,Chennai,
1698,98,Dr. Anuj Singh,Dermatologist,19,"DDVL, MBBS",₹ 700,,Ram Skin Clinic Adambakkam,Adambakkam,AllergyNext ,10:00 AM,5:00 PM,Chennai,
1699,99,Dr. S Murugan,Dermatologist,28,"MBBS, MD - Dermatology , Venereology & Leprosy",₹ 500,,Sundram Skin Clinic,Aminjikarai,,5:00 PM,9:00 PM,Chennai,
1700,100,Dt. Ms. Gomathy Gowthaman,Dietitian/Nutritionist,35,,,₹ 700,Gomathy Gowthaman Diet Clinic,Anna Nagar East,,10:00 AM,1:00 PM,Chennai,
1701,101,Dr. S.Sridevi Sesuramanujam,Dietitian/Nutritionist,21,"MBBS Bachelor of Medicine and Bachelor of Surgery, PG - Graduate Diploma In Health Science...read more",,₹ 500,Prashanth Super Speciality Hospital,Velachery,,10:00 AM,2:00 PM,Chennai,
1702,102,Dt. Shiny Chandran,Dietitian/Nutritionist,28,,₹ 300,,Hande Medical Centre,Nungambakkam,,10:30 AM,5:30 PM,Chennai,
1703,103,Dr. Lavanya Shanmugasundaram,Dietitian/Nutritionist,12,,,,,,,4:00 PM,8:00 PM,Chennai,
1704,104,Dt. Vijayalakshmi M,Dietitian/Nutritionist,12,,,,,,Diet Planning,10:00 AM,1:00 PM,Chennai,
1705,105,Dt. Mini Thomas,Dietitian/Nutritionist,36,"Masters in Dietetics and Food Service Management, B.Sc - Home Science, Certified Diabetes ...read more",₹ 500,,₹ 1,000 onlineNUTRIGENEDIETS,,2:00 PM,7:00 PM,Chennai,
1706,106,Dt. Shail Yadav,Dietitian/Nutritionist,16,,₹ 800,₹ 350,Infinity Diet Clinic,Padur,,9:00 AM,7:30 PM,Chennai,
1707,107,Dt. Preeti Raj,Dietitian/Nutritionist,16,"PhD - Nutrition & Dietitics, MSc - Food & Applied Nutrition, M.Phil - Foods & Nutrition",₹ 500,,Wootu Nutrition,Avadi,,9:30 AM,9:00 PM,Chennai,
1708,108,"Dt. Savitha Msc, M.D, M.D.B.F, Bssdacu, M.D.Vr.T",Dietitian/Nutritionist,22,"MSc Food & Nutrition, BSc Nutrition, Food Service Management & Dietetics, Yoga, Visual art...read more",₹ 500,₹ 200,Sai Food & Acu Therapy,Chennai,,10:00 AM,5:00 PM,Chennai,
1709,109,Dt. Ryan Fernando,Dietitian/Nutritionist,27,"AGMP, M.Sc - Food Biotechnology, M.Sc.-Clinical Biochemistry",,,,,,10:00 AM,6:00 PM,Chennai,
1710,110,Dt. Sangeetha Natarajan,Dietitian/Nutritionist,16,"Mphil Nutrition & Dietetics, MBA Human Resource Management",₹ 500,₹ 400,Rite Choice,Alandur,,9:30 AM,8:00 PM,Chennai,
1711,111,Dt. Gifta Mary Suganya,Dietitian/Nutritionist,11,"M.sc Dietitics and food service management, B.sc Food service management and Dietitics",,,,,,6:00 PM,8:00 PM,Chennai,
1712,112,Ms. Suganya B,Dietitian/Nutritionist,8,MSc - Food Science and Nutrition,₹ 300,₹ 300,Sri Ramachandra Medical Center,Porur,,8:00 AM,4:00 PM,Chennai,
1713,113,Mrs. Indira Priyadharshini,Dietitian/Nutritionist,4,"Diploma in Sports Nutrition, MBA (Hospital & Healthcare Management), B.Sc Food & Nutrition",,₹ 400,Mrs. Indira Priyadharshini,Vadapalani,,10:00 AM,4:45 PM,Chennai,
1714,114,Dr. Sebatini Ignatius Manoj,Dietitian/Nutritionist,11,"Masters in Clinical Nutrition and Dietetics (MCND), Bachelor of Science nutrition, dieteti...read more",,₹ 750,,,,,,Chennai,
1715,115,Mr. Danniel Nimz,Dietitian/Nutritionist,10,,₹ 500,₹ 100,,,Weight LossNext ,7:00 AM,10:00 PM,Chennai,
1716,116,Dr. Jasmine Helen,Dietitian/Nutritionist,19,"MSc - Food and Applied Nutrition, Mphil - Food , Nutrition & Dietitics, NET",₹ 300,₹ 300,Healthy diet studio,Chennai,,6:00 PM,8:00 PM,Chennai,
1717,117,Dt. Ramaraj Nagaraj,Dietitian/Nutritionist,15,"Msc, BSc",₹ 500,₹ 500,Aaish Nutri-Life,Chennai,,4:00 PM,10:00 PM,Chennai,
1718,118,Dr. Varsha Easwaran,Dietitian/Nutritionist,,,,,,,,11:00 AM,12:00 PM,Chennai,
1719,119,Dt. Monica Kothari Lodha,Dietitian/Nutritionist,,,₹ 200,₹ 500,Kumaran Childcare Hospital,Chennai,,9:00 AM,1:00 PM,Chennai,
1720,120,Dt. Varsha,Dietitian/Nutritionist,,,,,,,,8:00 AM,4:00 PM,Chennai,
1721,121,Dr. Sundari S,Dietitian/Nutritionist,,,₹ 350,₹ 300,Food Med,West Mambalam,,9:00 AM,5:00 PM,Chennai,
1722,122,Dt. Nisha Narayanan,Dietitian/Nutritionist,12,M.Sc - Clinical Nutrition,,₹ 500,Nisha Diet clinic,Chennai,,4:00 PM,9:30 PM,Chennai,
1723,123,Dr. Swaha Chattopadhyay,Dietitian/Nutritionist,,,₹ 0,,Apollo Hospitals,Greams Road,,9:00 AM,6:00 PM,Chennai,
1724,124,Mr. Aakash,Dietitian/Nutritionist,11,Bsc Sports and Exercise Science,₹ 0,₹ 500,Diet & Fit,K K Nagar,,11:00 PM,8:30 PM,Chennai,
1725,125,Ms. Pradheepa,Dietitian/Nutritionist,9,"Masters in dietitics, Bachelor in food science",₹ 200,₹ 200,Thiruvanmiyur,Thiruvanmiyur,,9:00 AM,8:00 PM,Chennai,
1726,126,Dt. Ramya Ramachandran,Dietitian/Nutritionist,10,MSc,,₹ 500,CH -33,West Mambalam,,11:00 AM,12:30 PM,Chennai,
1727,127,Mr. Rakesh K,Dietitian/Nutritionist,,,₹ 44,,fgggg,Rajakulam,,9:00 AM,11:45 AM,Chennai,
1728,128,Ms. Rajeswari,Dietitian/Nutritionist,,,₹ 45,,1234456,Hariharan Diabetes Hospital,,9:15 AM,11:00 PM,Chennai,
1729,129,Mr. Ramesh Kumar,Dietitian/Nutritionist,,,₹ 34,,dddd,Hindu Mission Health Services,,9:00 PM,9:45 PM,Chennai,
1730,130,Dt. Geetha Veeraraju,Dietitian/Nutritionist,,,₹ 500,,Wonder Diet Clinic,Medavakkam,,7:00 AM,11:00 PM,Chennai,
1731,131,Dr. Subhalaxmi Moitra,Dietitian/Nutritionist,,,₹ 400,,Apollo Hospitals,Chennai,,10:00 AM,5:00 PM,Chennai,
1732,132,Mr. Shashi Rayka,Dietitian/Nutritionist,,,₹ 56,,12,Fortis Malar Hospital,,10:00 AM,8:15 PM,Chennai,
1733,133,Dr. Ms. Punitha,Dietitian/Nutritionist,,,₹ 0,,Abhijay Hospital Pvt Ltd,Perambur,,9:00 AM,9:00 PM,Chennai,
1734,134,Dt. Kripa   Susan Verghese,Dietitian/Nutritionist,,,,,,,,,,Chennai,
1735,135,Dt. Punitha,Dietitian/Nutritionist,,,,,,,,9:00 AM,9:00 PM,Chennai,
1736,136,Dt. Ms. Shiny Esther,Dietitian/Nutritionist,12,"M.sc - Foods and Nutrition, B.Sc - Food Service Management and Dietetics",₹ 0,,Qua Nutrition Anna nagar,Anna Nagar East,,10:00 AM,7:00 PM,Chennai,
1737,137,Dr. Sridevi Narayanan,Dietitian/Nutritionist,,,₹ 0,,Institute Of Child Health Hospital,Chennai,,8:00 AM,12:00 PM,Chennai,
1738,138,Totalkneereplacemen,Dietitian/Nutritionist,,,,,,,,10:00 AM,1:00 PM,Chennai,
1739,139,Dt. V S Rangaraajan,Dietitian/Nutritionist,15,Nutrition Certification,₹ 500,,WAY 2 HEALTH,West Mambalam,,10:00 AM,11:00 PM,Chennai,
1740,140,Dr. Bhanupriya Vimalkumar,Dietitian/Nutritionist,,,₹ 250,,Apollo Speciality Hospitals,Chennai,,9:00 AM,5:30 PM,Chennai,
1741,141,Dr. Dhana Lakshmi,Dietitian/Nutritionist,,,₹ 500,,Apollo Hospitals,Chennai,,10:00 AM,6:00 PM,Chennai,
1742,142,Dr. Mehalanehru Rajkumar,Dietitian/Nutritionist,,,₹ 250,,Apollo Speciality Hospital,Perungudi,,7:00 AM,4:00 PM,Chennai,
1743,143,Dr. Suganya Rajesh,Dietitian/Nutritionist,,,₹ 250,,Vijaya Health Centre,Chennai,,8:00 AM,5:00 PM,Chennai,
1744,144,Dr. Merlin Roshani,Dietitian/Nutritionist,,,,,,,,9:00 AM,5:30 PM,Chennai,
1745,145,Dr. Parvathy .P,Dietitian/Nutritionist,,,,,,,,9:30 AM,5:00 PM,Chennai,
1746,146,Dr. Balaprasanna,Dietitian/Nutritionist,,,₹ 500,,Dr.Mehta hospital,Chennai,,10:00 AM,4:00 PM,Chennai,
1747,147,Dr. Praseedha,Dietitian/Nutritionist,,,,,,,,,,Chennai,
1748,148,Dt. Parvathy .S,Dietitian/Nutritionist,,,₹ 200,,Dietician Dr. K.Parvathy,Adyar,,4:30 PM,5:30 PM,Chennai,
1749,149,Dt. Ruchi Meena,Dietitian/Nutritionist,,,₹ 500,,gvjvhj,George Town,,,,Chennai,
1750,150,Dr. Mahesh Thavasikkannu,General+Physician,20,"MBBS, DNB (General Medicine)",₹ 400,₹ 400,Dr Mahesh's General Clinic,Sithalapakkam,,8:00 PM,9:30 PM,Chennai,
1751,151,Dr. Vijayaraghavan P,General+Physician,35,M.D.(Gen.Medicine),₹ 500,₹ 300,Andhra Mahila Sabha Hospital,Chennai,"Neck Pain, Gastric Problem, AsthmaNext ",4:45 PM,5:30 PM,Chennai,
1752,152,Dr. Mubarak J,General+Physician,27,"DIPLOMA IN DIABETES (U.K), M.D INTERNAL MEDICINE, MBBS",₹ 150,₹ 100,J M Diabetes Center,Chennai,,5:00 PM,9:00 PM,Chennai,
1753,153,Dr. Robin Jeya Bensam,General+Physician,30,"MBBS, FRSH, AFIH, FCIP",₹ 500,₹ 250,Robin Hospitals,Anna Nagar,,9:00 AM,9:00 PM,Chennai,
1754,154,Dr. Mohamed Liaqath Hussain,General+Physician,26,"MBBS, Post Graduate Diploma in Diabetology (PGDD)",₹ 200,₹ 150,SIDCO Poly Clinic,Villivakkam,"Hair Growth, Gaining Weight, Staying HealthyNext ",10:00 AM,2:00 PM,Chennai,
1755,155,Dr. Ramakanth Reddy,General+Physician,12,"MBBS, DNB (General Medicine)",₹ 200,₹ 300,,,,7:00 AM,11:00 PM,Chennai,
1756,156,Dr. Rohith P A,General+Physician,11,"MBBS, Diploma in Diabetology, post graduate fellowship occupational health",₹ 200,,Dr.Rohith's Clinic,Chennai,,,,Chennai,
1757,157,Dr. Balamanikandan Paulchamy,General+Physician,19,"MBBS, MD - General Medicine",₹ 500,₹ 250,Flamingo Healthcare Centre,Chennai,,2:00 PM,8:00 PM,Chennai,
1758,158,Dr. Setty,General+Physician,45,MBBS,₹ 500,₹ 400,Doctoratyourplace,Kilpauk,"Allergy, Allopathy, Chickenpox",,,Chennai,
1759,159,Dr. Sandeep,General+Physician,16,"MBBS, MS - Obstetrics and Gynaecology",₹ 150,₹ 50,Dr.Sandeep,Chennai,,3:30 PM,9:30 AM,Chennai,
1760,160,Dr. Jeganathan N,General+Physician,9,"MBBS, Masters - Emergency Medicine, Fellowship in Intensive Care Medicine",₹ 100,₹ 100,Yours Clinically,Chennai,,6:00 PM,11:00 PM,Chennai,
1761,161,Dr. K Vijaya Kumar,General+Physician,4,Diploma in Diabetology,₹ 200,₹ 150,PADMAVATHI CLINIC,Ambattur,,10:00 AM,9:30 PM,Chennai,
1762,162,Dr. K  Santhakumari,General+Physician,40,"DGO, MBBS",₹ 200,,,,,9:00 AM,1:00 PM,Chennai,
1763,163,Dr. Kumaran Gopalakrishnan,General+Physician,3,MBBS,₹ 100,₹ 100,Dr.Kumaran Clinic,Chennai,,8:00 AM,11:00 PM,Chennai,
1764,164,Dr. Sukanya Mathupal,General+Physician,22,"MBBS, Diploma in Otorhinolaryngology (DLO), MD - Dermatology , Venereology & Leprosy",₹ 400,₹ 300,Kasturi Skin & ENT Clinic,Velachery,,6:00 PM,9:00 PM,Chennai,
1765,165,Dr. Vinod Kumar,General+Physician,25,,₹ 250,,The Doctor's Office,Chintadripet,,5:00 PM,6:30 PM,Chennai,
1766,166,Dr. Raveendran Sr,General+Physician,15,"MBBS,MD,D.Diab,FPC,FSM,D.CED",,₹ 200,S.R.Clinick,Chennai,,6:30 PM,7:30 PM,Chennai,
1767,167,Dr. Magesh Thirunavukkarasu,General+Physician,19,"MBBS, MRCP (UK)",₹ 400,,Sri Radha Bai General & Diabetes Clinic,K K Nagar,,5:00 PM,9:00 PM,Chennai,
1768,168,Dr. A N Kalanithi,General+Physician,60,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD - General Medicine",₹ 300,,KHM Hospital,Chennai,,11:30 AM,2:00 PM,Chennai,
1769,169,Dr. Shanti Srinivasan,General+Physician,24,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD - Physiology",₹ 200,,Sakthi Multi Speciality Clinic,Chennai,,10:00 AM,11:00 AM,Chennai,
1770,170,Dr. Sujatha Chandra Sekaran S,General+Physician,35,"MBBS, Diploma of the Faculty of Family Planning (DFFP)",₹ 200,,Sujatha Clinic,Ambattur,,6:30 PM,8:00 PM,Chennai,
1771,171,Dr. Mythili Rajagopalan,General+Physician,41,"DNB - Pediatrics, MBBS",₹ 600,,Apollo Spectra Hospital - Alwarpet,Alwarpet,,12:00 PM,1:00 PM,Chennai,
1772,172,Dr. Aarthi Kumaravelu,General+Physician,13,"SCE Endocrinology and Diabetes , MD - Consultant Physician",₹ 100,,AK+ medicine and diabetes center,Sembakkam,,9:30 AM,3:00 PM,Chennai,
1773,173,Dr. T S Gopinath,General+Physician,40,"MBBS, DIH, PG - Diabetology",₹ 500,,Amruth Diabetes and Research Center,Royapettah,,5:00 PM,8:00 PM,Chennai,
1774,174,Dr. Aswani Latha,General+Physician,18,"DNB (General Medicine), MBBS",₹ 200,,Dr.G. Hementha Kumar,M.S.ORTHO.,,10:00 AM,1:00 PM,Chennai,
1775,175,Dr. Suraj Balaji,General+Physician,30,"MBBS, MS - General Surgery, Fellow of Academy of General Education (FAGE)",₹ 300,,Balaji Nursing Home,Thiruvanmiyur,,6:00 PM,8:00 PM,Chennai,
1776,176,Dr. Midhun Kumar,General+Physician,14,"MBBS, MD - General Medicine, DM - Cardiology",₹ 500,,RAVINA HOSPITAL,Maduravoyal,,5:00 PM,7:00 PM,Chennai,
1777,177,Dr. Deepak Kumar,General+Physician,11,m.b.b.s,₹ 250,₹ 150,Sri venkateshwara clinic,Choolaimedu,,8:00 PM,8:30 PM,Chennai,
1778,178,Dr. Vivek Muthukumarasamy,General+Physician,9,"MD - Internal Medicine, DNB - Cardiology",₹ 300,,Dr. Vivek Muthukumarasamy Clinic,Chennai,,6:00 PM,9:00 PM,Chennai,
1779,179,Dr. Arunmozhi R,General+Physician,26,MBBS,₹ 500,,Kamala Hospital,Chennai,,10:00 AM,2:00 PM,Chennai,
1780,180,Dr. Nischal A Jain,General+Physician,5,"MD - General Medicine, MBBS",₹ 350,₹ 250,No name,Chennai,,9:00 AM,5:00 PM,Chennai,
1781,181,Dr. Jaydeep Tripathy,General+Physician,11,"MBA (Healthcare), MBBS",₹ 300,₹ 200,,,,7:00 AM,7:00 AM,Chennai,
1782,182,Dr. Samundeeswari S,General+Physician,12,MBBS,₹ 200,,CARE Sports Injury,Saidapet,"Allergy, Allergy Treatment",8:00 AM,9:00 PM,Chennai,
1783,183,Dr. Gayathri Gunasekaran,General+Physician,3,"M.B.B.S, MD - Psychiatry",₹ 500,₹ 500,Harmony & Peace,Nanganallur,,3:00 PM,8:00 PM,Chennai,
1784,184,Dr. V Ashwin Karuppan,General+Physician,18,"MBBS, MD - General Medicine",₹ 600,₹ 250,Gleneagles Health City,Chennai,,10:00 AM,7:00 PM,Chennai,
1785,185,Dr. Nagendra,General+Physician,9,"MBBS, MD - General Medicine",₹ 250,₹ 250,Lifemed hospital,Royapettah,,7:00 AM,11:00 PM,Chennai,
1786,186,Dr. Utham K Sanjayan,General+Physician,5,"MBBS Bachelor of Medicine and Bachelor of Surgery, RITI, COVID CARE AND MANAGEMENT",₹ 450,₹ 50,Sunbeam,Chennai,,2:00 PM,7:00 PM,Chennai,
1787,187,Dr. Shoba Vivek,General+Physician,10,MBBS,₹ 150,,Sakthi Clinic,Avadi,,9:00 AM,12:00 PM,Chennai,
1788,188,Dr. Jawaharlal B,General+Physician,38,MBBS Bachelor of Medicine and Bachelor of Surgery,₹ 250,₹ 250,RASI CLINIC,Ramapuram,,11:00 AM,1:00 PM,Chennai,
1789,189,Dr. Mohammed Aslam,General+Physician,51,MBBS,₹ 200,,Dr.Mohammed Aslam,Mambalam,,7:00 PM,8:30 PM,Chennai,
1790,190,Farhat Jabeen,General+Physician,9,"MD - General Medicine, MBBS",₹ 200,₹ 250,Farhat Clinic,Chennai,,10:00 AM,12:00 PM,Chennai,
1791,191,Dr. Nithesh Kumar A,General+Physician,,,₹ 400,₹ 50,Dr Nithesh Kumar A Clinic,Chennai,,4:00 PM,9:30 PM,Chennai,
1792,192,Dr. Abhirup  Chakrabarti,General+Physician,9,"MBBS, Fellowship in Pediatrics",₹ 600,,Dr. Abhirup Chakrabarti Clinic,Pallavaram,Critical CareNext ,6:00 PM,9:00 PM,Chennai,
1793,193,Dr. Keshav Singh,General+Physician,48,MBBS,₹ 100,,Hari Clinic,Teynampet,,9:00 AM,1:00 PM,Chennai,
1794,194,Dr. J.Aman Kumar,General+Physician,35,MBBS,₹ 200,,Nahak clinic,Chennai,,5:00 PM,10:00 PM,Chennai,
1795,195,Dr. Srinivasan K,General+Physician,57,"MBBS, MD - General Medicine",₹ 200,,Kala Clinic,Mogappair West,Gastric ProblemNext ,4:00 PM,8:00 PM,Chennai,
1796,196,Dr. Anusha Vinayagam,General+Physician,,,,₹ 150,,,,,,Chennai,
1797,197,Dr. Shreevidya Venkatraman,General+Physician,30,"MBBS, MD",,,,,,9:00 AM,11:00 AM,Chennai,
1798,198,Dr. G.Gurunamasivayam,General+Physician,33,"MD - General Medicine, Diploma in Industrial Hygiene, DPM (Psychiatry), MBBS",₹ 500,,Dr.G.Gurunamasivayam,Velachery,,2:30 PM,8:00 PM,Chennai,
1799,199,Dr. Lakshmi Devarajan,General+Physician,52,"MBBS, DGO, MD - Obstetrics & Gynaecology",₹ 650,,Billroth Hospitals,Shenoy Nagar,,10:30 AM,1:00 PM,Chennai,
1800,200,Dr S Natarajan,Orthopedist,28,,,,,,,5:00 PM,8:00 PM,Chennai,
1801,201,Dr. Madu Sridhar,Orthopedist,16,"MS - Orthopaedics, M.Ch Trauma & Ortho, Diploma In Orthopaedics (D. Ortho), MBBS",₹ 250,₹ 300,Kedar Hospital,Porur,"Back Pain, Knee Pain, Leg PainNext ",6:30 PM,9:30 PM,Chennai,
1802,202,Apollo Spectra Hospitals,Orthopedist,,,,,,,,9:00 AM,9:00 PM,Chennai,
1803,203,Dr. J Faisal,Orthopedist,17,,₹ 350,₹ 350,Amruth Orthopaedic Centre,Porur,,5:00 PM,10:30 PM,Chennai,
1804,204,Dr. Saravanan Manoharan,Orthopedist,21,"MS - Orthopaedics, MBBS",₹ 200,₹ 250,Dr. Saravana's Ortho Clinic,Kolathur,,6:30 PM,9:00 PM,Chennai,
1805,205,Dr. Sripal J,Orthopedist,15,"Diploma In Orthopaedics (D. Ortho), MBBS",₹ 300,₹ 250,Shree ortho clinic,Chennai,,10:00 AM,1:00 PM,Chennai,
1806,206,Dr. Radhakrishnan Paulraj,Orthopedist,13,"MBBS, MS - Orthopaedics",₹ 400,₹ 300,International Ortho & Trauma Care,Vadapalani,"Foot Pain, Lower Back Pain, Knee PainNext ",3:00 PM,6:00 PM,Chennai,
1807,207,Dr. Dilip Kumar Naidu,Orthopedist,12,MS - Orthopaedics,₹ 250,₹ 300,Muthu Ganapathy Ortho & Physiotherapy Center,Singaperumal Koil,"Physiotherapy, Back PainNext ",3:00 PM,5:00 PM,Chennai,
1808,208,Dr. Hementha Kumar Govinda Rajan,Orthopedist,16,DNB (Orthopedics),₹ 300,₹ 100,Kumaran hospital,Poonamallee High Road,,10:00 AM,7:00 PM,Chennai,
1809,209,Dr. Naresh Pincha,Orthopedist,18,DNB (Orthopedics),₹ 300,₹ 450,Dr Naresh Pincha Clinic,Choolai,,10:00 AM,2:00 PM,Chennai,
1810,210,Dr. Anbalagan.K,Orthopedist,48,"MBBS, Diploma In Orthopaedics (D. Ortho), MS - Orthopaedics",₹ 200,₹ 300,Geetha Ortho Clinic,Tambaram,,6:00 PM,9:00 PM,Chennai,
1811,211,Dr. K C Mohan,Orthopedist,9,"DNB (Orthopedics), Post Doctoral Fellowship in Joint Replacement Surgery",₹ 300,₹ 200,Sree orthopedic clinic,Ashok Nagar,,4:00 PM,9:00 PM,Chennai,
1812,212,Dr. Naresh Padmanaabhan,Orthopedist,24,"MBBS Bachelor of Medicine and Bachelor of Surgery, D.Ortho",₹ 530,₹ 350,Neobone Ortho Clinic,Thiruvanmiyur,,11:00 AM,11:15 AM,Chennai,
1813,213,Dr. Arun Kannan,Orthopedist,18,,,,,,,,,Chennai,
1814,214,Dr. Vivek A N,Orthopedist,17,MS - Orthopaedics,₹ 500,,Promed Clinic ECR,Kottivakkam,"Knee Pain, Joint Pain, Leg PainNext ",4:30 PM,7:30 PM,Chennai,
1815,215,Dr. Jamal,Orthopedist,32,MS-Orthopaedics,₹ 500,₹ 300,Mryntaj Clinic,Chennai,"Back Pain, Hip Pain, Hip Pain TreatmentNext ",9:00 AM,12:00 PM,Chennai,
1816,216,Dr. Subair Khan,Orthopedist,24,MCH Ortho,₹ 300,,Orthomed Hospital,Royapettah,,11:00 AM,1:00 PM,Chennai,
1817,217,Dr. Govardhan,Orthopedist,42,MS - Orthopaedics,₹ 350,,Vasanthi Orthopedic Hospital,Arumbakkam,,10:00 AM,12:00 PM,Chennai,
1818,218,Dr. T V Raja,Orthopedist,32,"MBBS, MS - Orthopaedics",₹ 500,,Visa Hospital - T Nagar,T.Nagar,"Knee Pain, Leg PainNext ",7:00 PM,8:30 PM,Chennai,
1819,219,Dr. Priyadharshini R,Orthopedist,5,,₹ 500,,ReLiva Physiotherapy Clinic - T Nagar,T.Nagar,,5:00 PM,9:00 PM,Chennai,
1820,220,Dr. Vidhyasagar M,Orthopedist,11,"MBBS Bachelor of Medicine and Bachelor of Surgery, MS - Orthopaedics, DNB (Orthopedics), F...read more",₹ 300,₹ 50,Sangam Bone And Joint Hospital,Ambattur,,,,Chennai,
1821,221,Dr. Sivaraj Sadhasivam,Orthopedist,14,"MBBS, MS - Orthopaedics",₹ 200,₹ 200,UrbanCare Clinic,Ramapuram,,7:00 PM,10:00 PM,Chennai,
1822,222,Dr. Phani Kiran S,Orthopedist,22,"MBBS, MS - Orthopaedics, DNB - Orthopedics, FNB SPINE SURGERY",₹ 300,,The Ortho Clinic,Velachery,"Leg Pain, Back Pain, Shoulder PainNext ",5:30 PM,7:00 PM,Chennai,
1823,223,Dr. Saminathan T,Orthopedist,,,₹ 300,,Dr.Sam's Clinic,Kilkattalai,,6:30 PM,11:00 PM,Chennai,
1824,224,Dr. Esakki Ganesan,Orthopedist,49,"MBBS, Diploma in Orthopaedics, MS - Orthopaedics",₹ 500,,Ganesans Ortho Care,Pallikaranai,,10:00 AM,1:00 PM,Chennai,
1825,225,Dr. B Chokkalingam,Orthopedist,33,,,,,,,3:00 PM,6:00 PM,Chennai,
1826,226,Dr. Vijay Kumar Sohanlal,Orthopedist,17,MS-Orthopedics,₹ 500,₹ 500,,,"Knee Pain, Knee Pain TreatmentNext ",4:30 PM,9:00 PM,Chennai,
1827,227,Dr. Rajesh Babu D,Orthopedist,25,"MBBS, Diploma In Orthopaedics (D. Ortho), DNB, MNAMS - Orthopaedics, SPINE SURGERY TRAINING",₹ 500,₹ 400,VARSHAA SPECIALITY CLINICS,Ashok Nagar,,11:00 AM,12:00 PM,Chennai,
1828,228,Dr. Venkataraman Manian,Orthopedist,31,MBBS MS orthopaedics,₹ 300,₹ 100,Dr Venkataraman Ortho Clinic,Chennai,,9:00 AM,5:00 PM,Chennai,
1829,229,Dr. M Suresh Babu,Orthopedist,26,"MBBS, MS - Orthopaedics",₹ 300,,PM Hospital,Chennai,,7:30 PM,8:30 PM,Chennai,
1830,230,Dr. Sudhakar Williams,Orthopedist,49,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics",₹ 600,,Sundaram Medical Foundation,Anna Nagar,,10:30 AM,1:00 PM,Chennai,
1831,231,Dr. C.S. Dhillon,Orthopedist,,,₹ 800,,Miot Hospital,Poonamallee,,8:00 AM,5:00 PM,Chennai,
1832,232,Dr. Bharani Kumar Dayanandam,Orthopedist,29,"MBBS, AFRCSI, FRCS - Trauma & Orthopedic",₹ 600,,Apollo Specialty Hospitals,Vanagaram,,10:00 AM,3:00 PM,Chennai,
1833,233,Dr. Surendar Bora,Orthopedist,45,"MBBS, Diploma in Orthopaedics, MS - Orthopaedics",₹ 500,,Bora Hospital,Saidapet,,6:00 PM,9:00 PM,Chennai,
1834,234,Dr. K M Ganapathy,Orthopedist,13,"M Ch. Ortho, M. S . Ortho",,₹ 250,Ortho And General Clinic,Chennai,,,,Chennai,
1835,235,Dr. Anantharaman,Orthopedist,25,"MBBS, MS - Orthopaedics, Diploma in Orthopaedics",₹ 300,,Acian Ortho clinic,Royapuram,,7:30 PM,10:30 PM,Chennai,
1836,236,Dr. Kanagasarathy .,Orthopedist,15,MS - Orthopaedics,₹ 200,,ELITE ORTHO CARE,Medavakkam,,11:00 AM,7:00 PM,Chennai,
1837,237,Dr. George Leonard Ponraj,Orthopedist,39,"MBBS, MS - Orthopaedics, Diploma in Orthopaedics",₹ 700,,Prashanth Multispeciality Hospital,Chetpet,,4:30 PM,6:00 PM,Chennai,
1838,238,Dr. Santosh Jacob,Orthopedist,,,₹ 700,,Be Well Hospital,T.Nagar,,5:00 PM,8:00 PM,Chennai,
1839,239,Dr. R Karu Shanmuga Karthikeyan,Orthopedist,17,"MBBS, MS - Orthopaedics, M.Ch.",₹ 150,,R.K.S Bone,Joint & Spine Clinic,,5:00 PM,9:00 PM,Chennai,
